"Date","Home","Away","Result","Score_Home","Score_Away","Odds_Home","Odds_Draw","Odds_Away","Division","Season","Coming5","IsPlayed"
2012-04-29,"Dresden","St Pauli","H",NA,NA,3.39,3.43,2,"2.Bundesliga",2011,0,1
2012-04-29,"Duisburg","Erzgebirge Aue","H",NA,NA,2.01,3.3,3.48,"2.Bundesliga",2011,0,1
2012-04-29,"Ein Frankfurt","Munich 1860","A",NA,NA,1.45,4.15,6.32,"2.Bundesliga",2011,0,1
2012-04-29,"Greuther Furth","Fortuna Dusseldorf","D",NA,NA,2.13,3.31,3.16,"2.Bundesliga",2011,0,1
2012-04-29,"Ingolstadt","Cottbus","H",NA,NA,2.06,3.29,3.35,"2.Bundesliga",2011,0,1
2012-04-29,"Paderborn","Frankfurt FSV","H",NA,NA,1.73,3.6,4.32,"2.Bundesliga",2011,0,1
2012-04-29,"Union Berlin","Hansa Rostock","H",NA,NA,2.08,3.39,3.22,"2.Bundesliga",2011,0,1
2012-04-29,"Djurgarden","Kalmar","D",NA,NA,1.86,3.41,4.07,"Allsvenskan",2012,0,1
2012-04-29,"Sundsvall","Orebro","H",NA,NA,1.95,3.35,3.79,"Allsvenskan",2012,0,1
2012-04-29,"Norrkoping","Malmo FF","H",NA,NA,3.61,3.32,2.01,"Allsvenskan",2012,0,1
2012-04-29,"Chelsea","QPR","H",NA,NA,1.39,4.59,8.07,"Premier League",2011,0,1
2012-04-29,"Tottenham","Blackburn","H",NA,NA,1.38,4.73,7.85,"Premier League",2011,0,1
2012-04-28,"Syrianska","Hacken","A",NA,NA,4.25,3.55,1.79,"Allsvenskan",2012,0,1
2012-04-28,"Goteborg","Atvidabergs","H",NA,NA,1.44,4.19,7.08,"Allsvenskan",2012,0,1
2012-04-28,"Bayern Munich","Stuttgart","H",NA,NA,1.67,3.83,4.85,"Bundesliga",2011,0,1
2012-04-28,"Freiburg","FC Koln","H",NA,NA,2.27,3.4,2.99,"Bundesliga",2011,0,1
2012-04-28,"Hamburg","Mainz","D",NA,NA,2.12,3.33,3.4,"Bundesliga",2011,0,1
2012-04-28,"Hoffenheim","Nurnberg","A",NA,NA,1.91,3.49,3.89,"Bundesliga",2011,0,1
2012-04-28,"Kaiserslautern","Dortmund","A",NA,NA,6.64,4.12,1.49,"Bundesliga",2011,0,1
2012-04-28,"Leverkusen","Hannover","H",NA,NA,1.85,3.56,4.09,"Bundesliga",2011,0,1
2012-04-28,"M'gladbach","Augsburg","D",NA,NA,1.74,3.62,4.62,"Bundesliga",2011,0,1
2012-04-28,"Schalke 04","Hertha","H",NA,NA,1.45,4.33,6.72,"Bundesliga",2011,0,1
2012-04-28,"Wolfsburg","Werder Bremen","H",NA,NA,2.08,3.49,3.33,"Bundesliga",2011,0,1
2012-04-28,"Barnsley","Brighton","D",NA,NA,2.78,3.28,2.44,"Championship",2011,0,1
2012-04-28,"Birmingham","Reading","H",NA,NA,2.17,3.3,3.22,"Championship",2011,0,1
2012-04-28,"Burnley","Bristol City","D",NA,NA,1.92,3.36,3.87,"Championship",2011,0,1
2012-04-28,"Crystal Palace","Cardiff","A",NA,NA,3.49,3.29,2.06,"Championship",2011,0,1
2012-04-28,"Derby","Peterboro","D",NA,NA,1.94,3.44,3.71,"Championship",2011,0,1
2012-04-28,"Doncaster","Ipswich","A",NA,NA,3.17,3.37,2.16,"Championship",2011,0,1
2012-04-28,"Leeds","Leicester","A",NA,NA,2.64,3.33,2.53,"Championship",2011,0,1
2012-04-28,"Millwall","Blackpool","D",NA,NA,2.37,3.32,2.84,"Championship",2011,0,1
2012-04-28,"Nott'm Forest","Portsmouth","H",NA,NA,1.83,3.43,4.21,"Championship",2011,0,1
2012-04-28,"Southampton","Coventry","H",NA,NA,1.3,5.02,9.62,"Championship",2011,0,1
2012-04-28,"Watford","Middlesbrough","H",NA,NA,2.82,3.32,2.39,"Championship",2011,0,1
2012-04-28,"West Ham","Hull","H",NA,NA,1.45,4.13,6.9,"Championship",2011,0,1
2012-04-28,"Everton","Fulham","H",NA,NA,1.83,3.46,4.4,"Premier League",2011,0,1
2012-04-28,"Norwich","Liverpool","A",NA,NA,3.7,3.45,1.99,"Premier League",2011,0,1
2012-04-28,"Stoke","Arsenal","D",NA,NA,4.23,3.48,1.86,"Premier League",2011,0,1
2012-04-28,"Sunderland","Bolton","D",NA,NA,1.95,3.42,3.87,"Premier League",2011,0,1
2012-04-28,"Swansea","Wolves","D",NA,NA,1.54,3.95,6.24,"Premier League",2011,0,1
2012-04-28,"West Brom","Aston Villa","D",NA,NA,2.11,3.34,3.46,"Premier League",2011,0,1
2012-04-28,"Wigan","Newcastle","H",NA,NA,2.78,3.33,2.49,"Premier League",2011,0,1
2012-04-27,"Helsingborg","Mjallby","D",NA,NA,1.68,3.58,5.02,"Allsvenskan",2012,0,1
2012-04-26,"Elfsborg","GAIS","H",NA,NA,1.64,3.68,5.18,"Allsvenskan",2012,0,1
2012-04-26,"Gefle","AIK","A",NA,NA,3.25,3.19,2.21,"Allsvenskan",2012,0,1
2012-04-24,"Aston Villa","Bolton","A",NA,NA,1.95,3.45,3.93,"Premier League",2011,0,1
2012-04-23,"Aachen","Ein Frankfurt","A",NA,NA,4.6,3.67,1.69,"2.Bundesliga",2011,0,1
2012-04-23,"Hacken","Goteborg","A",NA,NA,2.37,3.27,2.86,"Allsvenskan",2012,0,1
2012-04-23,"Malmo FF","Syrianska","H",NA,NA,1.23,5.7,12.24,"Allsvenskan",2012,0,1
2012-04-23,"Orebro","Elfsborg","A",NA,NA,3.49,3.34,2.04,"Allsvenskan",2012,0,1
2012-04-23,"Leicester","West Ham","A",NA,NA,2.54,3.26,2.68,"Championship",2011,0,1
2012-04-22,"Fortuna Dusseldorf","Union Berlin","H",NA,NA,1.45,4.19,6.62,"2.Bundesliga",2011,0,1
2012-04-22,"Karlsruhe","Paderborn","H",NA,NA,2.64,3.25,2.53,"2.Bundesliga",2011,0,1
2012-04-22,"St Pauli","Hansa Rostock","H",NA,NA,1.53,3.99,5.6,"2.Bundesliga",2011,0,1
2012-04-22,"GAIS","Norrkoping","H",NA,NA,1.72,3.54,4.74,"Allsvenskan",2012,0,1
2012-04-22,"AIK","Sundsvall","D",NA,NA,1.53,3.85,6.16,"Allsvenskan",2012,0,1
2012-04-22,"Augsburg","Schalke 04","D",NA,NA,3.14,3.38,2.22,"Bundesliga",2011,0,1
2012-04-22,"Hannover","Freiburg","D",NA,NA,1.86,3.55,4.13,"Bundesliga",2011,0,1
2012-04-22,"Liverpool","West Brom","A",NA,NA,1.43,4.4,7.52,"Premier League",2011,0,1
2012-04-22,"Man United","Everton","D",NA,NA,1.31,5.1,9.85,"Premier League",2011,0,1
2012-04-22,"Wolves","Man City","A",NA,NA,11.78,6.1,1.23,"Premier League",2011,0,1
2012-04-21,"Erzgebirge Aue","Dresden","D",NA,NA,2.01,3.34,3.52,"2.Bundesliga",2011,0,1
2012-04-21,"Munich 1860","Ingolstadt","H",NA,NA,1.89,3.53,3.71,"2.Bundesliga",2011,0,1
2012-04-21,"Atvidabergs","Helsingborg","A",NA,NA,3.07,3.26,2.26,"Allsvenskan",2012,0,1
2012-04-21,"Kalmar","Gefle","A",NA,NA,1.71,3.54,4.83,"Allsvenskan",2012,0,1
2012-04-21,"Dortmund","M'gladbach","H",NA,NA,1.44,4.2,7.51,"Bundesliga",2011,0,1
2012-04-21,"FC Koln","Stuttgart","D",NA,NA,3.79,3.66,1.9,"Bundesliga",2011,0,1
2012-04-21,"Hertha","Kaiserslautern","A",NA,NA,1.55,3.98,5.95,"Bundesliga",2011,0,1
2012-04-21,"Hoffenheim","Leverkusen","A",NA,NA,2.38,3.36,2.89,"Bundesliga",2011,0,1
2012-04-21,"Nurnberg","Hamburg","D",NA,NA,2.19,3.33,3.26,"Bundesliga",2011,0,1
2012-04-21,"Werder Bremen","Bayern Munich","A",NA,NA,3.11,3.41,2.23,"Bundesliga",2011,0,1
2012-04-21,"Blackpool","Burnley","H",NA,NA,1.69,3.63,4.81,"Championship",2011,0,1
2012-04-21,"Brighton","Birmingham","D",NA,NA,2.98,3.27,2.3,"Championship",2011,0,1
2012-04-21,"Bristol City","Barnsley","H",NA,NA,1.8,3.45,4.33,"Championship",2011,0,1
2012-04-21,"Cardiff","Leeds","D",NA,NA,1.67,3.59,5.03,"Championship",2011,0,1
2012-04-21,"Coventry","Doncaster","A",NA,NA,1.69,3.61,4.87,"Championship",2011,0,1
2012-04-21,"Hull","Nott'm Forest","H",NA,NA,2.32,3.18,3.06,"Championship",2011,0,1
2012-04-21,"Ipswich","Millwall","A",NA,NA,2.06,3.31,3.47,"Championship",2011,0,1
2012-04-21,"Middlesbrough","Southampton","H",NA,NA,2.98,3.29,2.31,"Championship",2011,0,1
2012-04-21,"Peterboro","Watford","D",NA,NA,2.38,3.31,2.83,"Championship",2011,0,1
2012-04-21,"Portsmouth","Derby","A",NA,NA,2.03,3.33,3.53,"Championship",2011,0,1
2012-04-21,"Reading","Crystal Palace","D",NA,NA,1.39,4.33,8.29,"Championship",2011,0,1
2012-04-21,"Arsenal","Chelsea","D",NA,NA,1.99,3.48,3.7,"Premier League",2011,0,1
2012-04-21,"Aston Villa","Sunderland","D",NA,NA,2.32,3.27,3.09,"Premier League",2011,0,1
2012-04-21,"Blackburn","Norwich","H",NA,NA,2.07,3.43,3.5,"Premier League",2011,0,1
2012-04-21,"Bolton","Swansea","D",NA,NA,2.18,3.32,3.35,"Premier League",2011,0,1
2012-04-21,"Fulham","Wigan","H",NA,NA,1.87,3.49,4.2,"Premier League",2011,0,1
2012-04-21,"Newcastle","Stoke","H",NA,NA,1.68,3.63,5.32,"Premier League",2011,0,1
2012-04-21,"QPR","Tottenham","H",NA,NA,3.97,3.51,1.92,"Premier League",2011,0,1
2012-04-20,"Braunschweig","Duisburg","D",NA,NA,2.12,3.27,3.32,"2.Bundesliga",2011,0,1
2012-04-20,"Cottbus","Bochum","D",NA,NA,2.17,3.27,3.23,"2.Bundesliga",2011,0,1
2012-04-20,"Frankfurt FSV","Greuther Furth","D",NA,NA,3.61,3.49,1.95,"2.Bundesliga",2011,0,1
2012-04-20,"Mjallby","Djurgarden","H",NA,NA,2.09,3.19,3.54,"Allsvenskan",2012,0,1
2012-04-20,"Mainz","Wolfsburg","D",NA,NA,1.98,3.57,3.64,"Bundesliga",2011,0,1
2012-04-17,"Blackpool","Leeds","H",NA,NA,1.69,3.76,4.77,"Championship",2011,0,1
2012-04-17,"Brighton","Watford","D",NA,NA,1.88,3.45,4.03,"Championship",2011,0,1
2012-04-17,"Bristol City","West Ham","D",NA,NA,5.04,3.77,1.66,"Championship",2011,0,1
2012-04-17,"Cardiff","Derby","H",NA,NA,1.58,3.78,5.91,"Championship",2011,0,1
2012-04-17,"Coventry","Millwall","A",NA,NA,2.19,3.35,3.19,"Championship",2011,0,1
2012-04-17,"Hull","Barnsley","H",NA,NA,1.65,3.59,5.41,"Championship",2011,0,1
2012-04-17,"Ipswich","Birmingham","D",NA,NA,2.95,3.33,2.32,"Championship",2011,0,1
2012-04-17,"Leicester","Burnley","D",NA,NA,1.68,3.67,4.94,"Championship",2011,0,1
2012-04-17,"Middlesbrough","Doncaster","D",NA,NA,1.36,4.5,8.56,"Championship",2011,0,1
2012-04-17,"Peterboro","Southampton","A",NA,NA,4.82,3.89,1.66,"Championship",2011,0,1
2012-04-17,"Portsmouth","Crystal Palace","H",NA,NA,1.94,3.39,3.84,"Championship",2011,0,1
2012-04-17,"Reading","Nott'm Forest","H",NA,NA,1.51,3.97,6.41,"Championship",2011,0,1
2012-04-16,"Dresden","Fortuna Dusseldorf","H",NA,NA,3.4,3.32,2.05,"2.Bundesliga",2011,0,1
2012-04-16,"Gefle","Elfsborg","A",NA,NA,3.76,3.34,1.95,"Allsvenskan",2012,0,1
2012-04-16,"Helsingborg","GAIS","D",NA,NA,1.72,3.43,4.94,"Allsvenskan",2012,0,1
2012-04-16,"Kalmar","Hacken","H",NA,NA,2.92,3.22,2.36,"Allsvenskan",2012,0,1
2012-04-16,"Norrkoping","Sundsvall","D",NA,NA,2.03,3.23,3.67,"Allsvenskan",2012,0,1
2012-04-16,"Djurgarden","Malmo FF","A",NA,NA,2.52,3.18,2.75,"Allsvenskan",2012,0,1
2012-04-16,"Arsenal","Wigan","A",NA,NA,1.26,5.62,11.32,"Premier League",2011,0,1
2012-04-15,"Bochum","Munich 1860","D",NA,NA,2.36,3.27,2.83,"2.Bundesliga",2011,0,1
2012-04-15,"Ingolstadt","Karlsruhe","H",NA,NA,1.99,3.32,3.59,"2.Bundesliga",2011,0,1
2012-04-15,"Paderborn","Cottbus","H",NA,NA,1.83,3.41,4.1,"2.Bundesliga",2011,0,1
2012-04-15,"Syrianska","AIK","A",NA,NA,4.26,3.37,1.84,"Allsvenskan",2012,0,1
2012-04-15,"Goteborg","Orebro","D",NA,NA,1.44,4.09,7.17,"Allsvenskan",2012,0,1
2012-04-15,"Mjallby","Atvidabergs","H",NA,NA,2.03,3.3,3.49,"Allsvenskan",2012,0,1
2012-04-15,"Freiburg","Hoffenheim","D",NA,NA,2.28,3.36,3.06,"Bundesliga",2011,0,1
2012-04-15,"M'gladbach","FC Koln","H",NA,NA,1.5,4.16,6.52,"Bundesliga",2011,0,1
2012-04-15,"Man United","Aston Villa","H",NA,NA,1.22,6.01,13.57,"Premier League",2011,0,1
2012-04-14,"Duisburg","Aachen","H",NA,NA,1.91,3.37,3.81,"2.Bundesliga",2011,0,1
2012-04-14,"Ein Frankfurt","Erzgebirge Aue","H",NA,NA,1.22,5.57,11.49,"2.Bundesliga",2011,0,1
2012-04-14,"Bayern Munich","Mainz","D",NA,NA,1.3,5.24,10.17,"Bundesliga",2011,0,1
2012-04-14,"Hamburg","Hannover","H",NA,NA,2.33,3.32,2.99,"Bundesliga",2011,0,1
2012-04-14,"Kaiserslautern","Nurnberg","A",NA,NA,2.9,3.33,2.38,"Bundesliga",2011,0,1
2012-04-14,"Leverkusen","Hertha","D",NA,NA,1.54,3.99,6.13,"Bundesliga",2011,0,1
2012-04-14,"Schalke 04","Dortmund","A",NA,NA,3.27,3.4,2.16,"Bundesliga",2011,0,1
2012-04-14,"Wolfsburg","Augsburg","A",NA,NA,1.77,3.64,4.49,"Bundesliga",2011,0,1
2012-04-14,"Barnsley","Cardiff","A",NA,NA,3.89,3.4,1.91,"Championship",2011,0,1
2012-04-14,"Birmingham","Bristol City","D",NA,NA,1.48,4.04,6.7,"Championship",2011,0,1
2012-04-14,"Burnley","Coventry","D",NA,NA,2,3.34,3.62,"Championship",2011,0,1
2012-04-14,"Crystal Palace","Ipswich","D",NA,NA,2.65,3.25,2.58,"Championship",2011,0,1
2012-04-14,"Derby","Middlesbrough","A",NA,NA,2.65,3.23,2.58,"Championship",2011,0,1
2012-04-14,"Doncaster","Portsmouth","A",NA,NA,2.56,3.31,2.64,"Championship",2011,0,1
2012-04-14,"Leeds","Peterboro","H",NA,NA,1.92,3.45,3.79,"Championship",2011,0,1
2012-04-14,"Millwall","Leicester","H",NA,NA,2.84,3.3,2.38,"Championship",2011,0,1
2012-04-14,"Nott'm Forest","Blackpool","D",NA,NA,2.39,3.33,2.82,"Championship",2011,0,1
2012-04-14,"Watford","Hull","D",NA,NA,2.31,3.24,3.01,"Championship",2011,0,1
2012-04-14,"West Ham","Brighton","H",NA,NA,1.64,3.63,5.34,"Championship",2011,0,1
2012-04-14,"Norwich","Man City","A",NA,NA,6.18,4.06,1.53,"Premier League",2011,0,1
2012-04-14,"Sunderland","Wolves","D",NA,NA,1.5,4.14,6.57,"Premier League",2011,0,1
2012-04-14,"Swansea","Blackburn","H",NA,NA,1.99,3.42,3.8,"Premier League",2011,0,1
2012-04-14,"West Brom","QPR","H",NA,NA,2.12,3.33,3.46,"Premier League",2011,0,1
2012-04-13,"Greuther Furth","St Pauli","H",NA,NA,1.67,3.67,4.9,"2.Bundesliga",2011,0,1
2012-04-13,"Hansa Rostock","Frankfurt FSV","A",NA,NA,2.02,3.36,3.53,"2.Bundesliga",2011,0,1
2012-04-13,"Union Berlin","Braunschweig","H",NA,NA,2.26,3.32,3.01,"2.Bundesliga",2011,0,1
2012-04-13,"Malmo FF","Kalmar","H",NA,NA,1.64,3.68,5.24,"Allsvenskan",2012,0,1
2012-04-13,"Stuttgart","Werder Bremen","H",NA,NA,1.77,3.76,4.38,"Bundesliga",2011,0,1
2012-04-13,"Southampton","Reading","A",NA,NA,2.23,3.25,3.21,"Championship",2011,0,1
2012-04-12,"Elfsborg","Norrkoping","H",NA,NA,1.5,4.06,6.11,"Allsvenskan",2012,0,1
2012-04-12,"Hacken","Mjallby","H",NA,NA,1.72,3.42,4.88,"Allsvenskan",2012,0,1
2012-04-12,"Sundsvall","Syrianska","H",NA,NA,1.77,3.46,4.59,"Allsvenskan",2012,0,1
2012-04-12,"AIK","Goteborg","D",NA,NA,2.27,3.18,3.1,"Allsvenskan",2012,0,1
2012-04-11,"Aachen","Bochum","H",NA,NA,2.14,3.31,3.16,"2.Bundesliga",2011,0,1
2012-04-11,"Ein Frankfurt","Ingolstadt","D",NA,NA,1.26,5.32,10.12,"2.Bundesliga",2011,0,1
2012-04-11,"Erzgebirge Aue","Paderborn","A",NA,NA,2.48,3.23,2.71,"2.Bundesliga",2011,0,1
2012-04-11,"Karlsruhe","Dresden","H",NA,NA,2.04,3.37,3.38,"2.Bundesliga",2011,0,1
2012-04-11,"Munich 1860","Duisburg","H",NA,NA,2.09,3.35,3.27,"2.Bundesliga",2011,0,1
2012-04-11,"GAIS","Djurgarden","D",NA,NA,2.05,3.26,3.55,"Allsvenskan",2012,0,1
2012-04-11,"Orebro","Helsingborg","D",NA,NA,3.22,3.26,2.19,"Allsvenskan",2012,0,1
2012-04-11,"Dortmund","Bayern Munich","H",NA,NA,2.55,3.34,2.7,"Bundesliga",2011,0,1
2012-04-11,"Hannover","Wolfsburg","H",NA,NA,2.1,3.44,3.37,"Bundesliga",2011,0,1
2012-04-11,"Hoffenheim","Hamburg","H",NA,NA,2.17,3.34,3.29,"Bundesliga",2011,0,1
2012-04-11,"Leverkusen","Kaiserslautern","H",NA,NA,1.42,4.47,7.43,"Bundesliga",2011,0,1
2012-04-11,"Nurnberg","Schalke 04","H",NA,NA,3,3.32,2.32,"Bundesliga",2011,0,1
2012-04-11,"Man City","West Brom","H",NA,NA,1.24,5.75,12.17,"Premier League",2011,0,1
2012-04-11,"QPR","Swansea","H",NA,NA,2.13,3.31,3.42,"Premier League",2011,0,1
2012-04-11,"Wigan","Man United","H",NA,NA,8.85,4.7,1.36,"Premier League",2011,0,1
2012-04-11,"Wolves","Arsenal","A",NA,NA,6.73,4.37,1.46,"Premier League",2011,0,1
2012-04-10,"Braunschweig","Greuther Furth","D",NA,NA,3.57,3.34,2.01,"2.Bundesliga",2011,0,1
2012-04-10,"Cottbus","Hansa Rostock","A",NA,NA,2.1,3.33,3.33,"2.Bundesliga",2011,0,1
2012-04-10,"Fortuna Dusseldorf","Frankfurt FSV","H",NA,NA,1.4,4.51,7.14,"2.Bundesliga",2011,0,1
2012-04-10,"St Pauli","Union Berlin","H",NA,NA,1.57,3.93,5.44,"2.Bundesliga",2011,0,1
2012-04-10,"Atvidabergs","Gefle","H",NA,NA,2.01,3.24,3.63,"Allsvenskan",2012,0,1
2012-04-10,"Augsburg","Stuttgart","A",NA,NA,2.78,3.35,2.48,"Bundesliga",2011,0,1
2012-04-10,"Hertha","Freiburg","A",NA,NA,2.13,3.4,3.38,"Bundesliga",2011,0,1
2012-04-10,"Mainz","FC Koln","H",NA,NA,1.53,4.14,6.07,"Bundesliga",2011,0,1
2012-04-10,"Werder Bremen","M'gladbach","D",NA,NA,2.43,3.35,2.87,"Bundesliga",2011,0,1
2012-04-10,"Brighton","Reading","A",NA,NA,2.95,3.23,2.35,"Championship",2011,0,1
2012-04-10,"Portsmouth","Millwall","A",NA,NA,2.21,3.25,3.19,"Championship",2011,0,1
2012-04-10,"Blackburn","Liverpool","A",NA,NA,3.49,3.37,2.09,"Premier League",2011,0,1
2012-04-09,"Goteborg","Norrkoping","A",NA,NA,1.46,4.13,6.83,"Allsvenskan",2012,0,1
2012-04-09,"Kalmar","AIK","A",NA,NA,2.4,3.15,2.95,"Allsvenskan",2012,0,1
2012-04-09,"Blackpool","Barnsley","D",NA,NA,1.44,4.2,7.28,"Championship",2011,0,1
2012-04-09,"Bristol City","Coventry","H",NA,NA,2.38,3.23,2.95,"Championship",2011,0,1
2012-04-09,"Cardiff","Watford","D",NA,NA,1.69,3.64,4.96,"Championship",2011,0,1
2012-04-09,"Crystal Palace","Southampton","A",NA,NA,4.04,3.38,1.9,"Championship",2011,0,1
2012-04-09,"Doncaster","Burnley","A",NA,NA,2.76,3.26,2.5,"Championship",2011,0,1
2012-04-09,"Hull","Middlesbrough","H",NA,NA,2.54,3.19,2.75,"Championship",2011,0,1
2012-04-09,"Ipswich","Leicester","A",NA,NA,2.47,3.33,2.74,"Championship",2011,0,1
2012-04-09,"Leeds","Derby","A",NA,NA,1.88,3.46,4.03,"Championship",2011,0,1
2012-04-09,"Peterboro","Nott'm Forest","A",NA,NA,2.61,3.27,2.63,"Championship",2011,0,1
2012-04-09,"West Ham","Birmingham","D",NA,NA,2.18,3.34,3.21,"Championship",2011,0,1
2012-04-09,"Aston Villa","Stoke","D",NA,NA,2.21,3.25,3.38,"Premier League",2011,0,1
2012-04-09,"Everton","Sunderland","H",NA,NA,1.94,3.38,4.04,"Premier League",2011,0,1
2012-04-09,"Fulham","Chelsea","D",NA,NA,3.46,3.33,2.15,"Premier League",2011,0,1
2012-04-09,"Newcastle","Bolton","H",NA,NA,1.57,4.02,5.87,"Premier League",2011,0,1
2012-04-09,"Tottenham","Norwich","A",NA,NA,1.31,5.27,9.84,"Premier League",2011,0,1
2012-04-08,"Bochum","Karlsruhe","D",NA,NA,1.97,3.43,3.53,"2.Bundesliga",2011,0,1
2012-04-08,"Ingolstadt","Aachen","D",NA,NA,1.94,3.39,3.67,"2.Bundesliga",2011,0,1
2012-04-08,"Paderborn","Munich 1860","D",NA,NA,2.13,3.36,3.17,"2.Bundesliga",2011,0,1
2012-04-08,"Djurgarden","Sundsvall","H",NA,NA,1.63,3.64,5.32,"Allsvenskan",2012,0,1
2012-04-08,"Helsingborg","Elfsborg","H",NA,NA,1.97,3.34,3.73,"Allsvenskan",2012,0,1
2012-04-08,"Hamburg","Leverkusen","D",NA,NA,2.71,3.29,2.57,"Bundesliga",2011,0,1
2012-04-08,"Schalke 04","Hannover","H",NA,NA,1.69,3.71,4.9,"Bundesliga",2011,0,1
2012-04-08,"Arsenal","Man City","H",NA,NA,2.47,3.36,2.81,"Premier League",2011,0,1
2012-04-08,"Man United","QPR","H",NA,NA,1.17,7.01,15.71,"Premier League",2011,0,1
2012-04-07,"Dresden","Braunschweig","D",NA,NA,2.4,3.21,2.86,"2.Bundesliga",2011,0,1
2012-04-07,"Duisburg","Ein Frankfurt","H",NA,NA,4.18,3.53,1.79,"2.Bundesliga",2011,0,1
2012-04-07,"Frankfurt FSV","St Pauli","D",NA,NA,3.01,3.25,2.26,"2.Bundesliga",2011,0,1
2012-04-07,"Hacken","Malmo FF","H",NA,NA,2.58,3.16,2.69,"Allsvenskan",2012,0,1
2012-04-07,"Mjallby","Orebro","D",NA,NA,1.95,3.27,3.85,"Allsvenskan",2012,0,1
2012-04-07,"Bayern Munich","Augsburg","H",NA,NA,1.13,8.02,19.7,"Bundesliga",2011,0,1
2012-04-07,"FC Koln","Werder Bremen","D",NA,NA,2.86,3.39,2.39,"Bundesliga",2011,0,1
2012-04-07,"Freiburg","Nurnberg","D",NA,NA,2.13,3.32,3.38,"Bundesliga",2011,0,1
2012-04-07,"Kaiserslautern","Hoffenheim","A",NA,NA,2.78,3.3,2.49,"Bundesliga",2011,0,1
2012-04-07,"M'gladbach","Hertha","D",NA,NA,1.6,3.74,5.88,"Bundesliga",2011,0,1
2012-04-07,"Stuttgart","Mainz","H",NA,NA,2.01,3.41,3.67,"Bundesliga",2011,0,1
2012-04-07,"Wolfsburg","Dortmund","A",NA,NA,5.56,3.93,1.59,"Bundesliga",2011,0,1
2012-04-07,"Birmingham","Crystal Palace","H",NA,NA,1.51,3.78,7,"Championship",2011,0,1
2012-04-07,"Coventry","Peterboro","D",NA,NA,2.03,3.4,3.55,"Championship",2011,0,1
2012-04-07,"Derby","Ipswich","D",NA,NA,2.61,3.31,2.6,"Championship",2011,0,1
2012-04-07,"Leicester","Doncaster","H",NA,NA,1.45,4.14,7.32,"Championship",2011,0,1
2012-04-07,"Middlesbrough","Cardiff","A",NA,NA,2.34,3.27,2.96,"Championship",2011,0,1
2012-04-07,"Millwall","Hull","H",NA,NA,2.27,3.24,3.12,"Championship",2011,0,1
2012-04-07,"Nott'm Forest","Bristol City","A",NA,NA,1.78,3.49,4.52,"Championship",2011,0,1
2012-04-07,"Southampton","Portsmouth","D",NA,NA,1.46,4.1,6.95,"Championship",2011,0,1
2012-04-07,"Bolton","Fulham","A",NA,NA,2.57,3.3,2.71,"Premier League",2011,0,1
2012-04-07,"Chelsea","Wigan","H",NA,NA,1.27,5.42,11.57,"Premier League",2011,0,1
2012-04-07,"Liverpool","Aston Villa","D",NA,NA,1.44,4.26,7.78,"Premier League",2011,0,1
2012-04-07,"Norwich","Everton","D",NA,NA,2.9,3.27,2.43,"Premier League",2011,0,1
2012-04-07,"Stoke","Wolves","H",NA,NA,1.61,3.77,5.74,"Premier League",2011,0,1
2012-04-07,"Sunderland","Tottenham","D",NA,NA,3.26,3.38,2.19,"Premier League",2011,0,1
2012-04-07,"West Brom","Blackburn","H",NA,NA,1.95,3.44,3.89,"Premier League",2011,0,1
2012-04-06,"Atvidabergs","GAIS","H",NA,NA,2.68,3.21,2.54,"Allsvenskan",2012,0,1
2012-04-06,"Gefle","Syrianska","D",NA,NA,2.02,3.27,3.64,"Allsvenskan",2012,0,1
2012-04-06,"Barnsley","West Ham","A",NA,NA,4.43,3.46,1.8,"Championship",2011,0,1
2012-04-06,"Burnley","Brighton","H",NA,NA,2.35,3.24,2.96,"Championship",2011,0,1
2012-04-06,"Reading","Leeds","H",NA,NA,1.58,3.75,5.72,"Championship",2011,0,1
2012-04-06,"Watford","Blackpool","A",NA,NA,2.55,3.31,2.64,"Championship",2011,0,1
2012-04-06,"Swansea","Newcastle","A",NA,NA,2.37,3.31,2.96,"Premier League",2011,0,1
2012-04-05,"Greuther Furth","Cottbus","H",NA,NA,1.34,4.64,8.63,"2.Bundesliga",2011,0,1
2012-04-05,"Hansa Rostock","Fortuna Dusseldorf","H",NA,NA,3.7,3.38,1.96,"2.Bundesliga",2011,0,1
2012-04-05,"Union Berlin","Erzgebirge Aue","H",NA,NA,1.78,3.53,4.32,"2.Bundesliga",2011,0,1
2012-04-03,"Burnley","Birmingham","A",NA,NA,2.99,3.28,2.32,"Championship",2011,0,1
2012-04-02,"Fortuna Dusseldorf","St Pauli","D",NA,NA,1.88,3.34,3.96,"2.Bundesliga",2011,0,1
2012-04-02,"Malmo FF","Gefle","D",NA,NA,1.39,4.33,8.15,"Allsvenskan",2012,0,1
2012-04-02,"Orebro","Atvidabergs","A",NA,NA,2.1,3.2,3.51,"Allsvenskan",2012,0,1
2012-04-02,"Norrkoping","Helsingborg","H",NA,NA,3.63,3.34,2,"Allsvenskan",2012,0,1
2012-04-02,"Blackburn","Man United","A",NA,NA,8.56,4.53,1.38,"Premier League",2011,0,1
2012-04-01,"Cottbus","Frankfurt FSV","D",NA,NA,1.96,3.32,3.69,"2.Bundesliga",2011,0,1
2012-04-01,"Ingolstadt","Duisburg","D",NA,NA,2.09,3.27,3.31,"2.Bundesliga",2011,0,1
