"","Date","Div","Res","Odds","OddsDraw","OddsOpp","Country","YearWeek","Season","Team","Res_1_0","Odds_Intervall"
"1",2017-04-02,"Allsvenskan","Lost",3.09,3.32,2.28,"SE",201714,"2017","AFC Eskilstuna",0,"(3,3.5]"
"2",2017-04-08,"Allsvenskan","Draw",2.81,3.31,2.46,"SE",201714,"2017","AFC Eskilstuna",0,"(2.5,3]"
"3",2017-04-17,"Allsvenskan","Draw",10.48,5.59,1.27,"SE",201716,"2017","AFC Eskilstuna",0,"(10,100]"
"4",2017-04-23,"Allsvenskan","Draw",2.08,3.4,3.45,"SE",201717,"2017","AFC Eskilstuna",0,"(2,2.5]"
"5",2017-04-26,"Allsvenskan","Lost",4.42,3.66,1.77,"SE",201717,"2017","AFC Eskilstuna",0,"(4,5]"
"6",2017-04-29,"Allsvenskan","Lost",6.09,4.12,1.52,"SE",201717,"2017","AFC Eskilstuna",0,"(5,10]"
"7",2017-05-07,"Allsvenskan","Lost",5.33,3.62,1.67,"SE",201719,"2017","AFC Eskilstuna",0,"(5,10]"
"8",2017-05-12,"Allsvenskan","Lost",5.36,4.24,1.56,"SE",201719,"2017","AFC Eskilstuna",0,"(5,10]"
"9",2017-05-18,"Allsvenskan","Lost",7.6,5.22,1.35,"SE",201720,"2017","AFC Eskilstuna",0,"(5,10]"
"10",2017-05-21,"Allsvenskan","Draw",5.68,4.15,1.54,"SE",201721,"2017","AFC Eskilstuna",0,"(5,10]"
"11",2017-05-27,"Allsvenskan","Lost",9.99,5.73,1.27,"SE",201721,"2017","AFC Eskilstuna",0,"(5,10]"
"12",2017-06-04,"Allsvenskan","Lost",5.99,3.69,1.6,"SE",201723,"2017","AFC Eskilstuna",0,"(5,10]"
"13",2017-07-01,"Allsvenskan","Lost",18.72,8.38,1.13,"SE",201726,"2017","AFC Eskilstuna",0,"(10,100]"
"14",2017-07-08,"Allsvenskan","Lost",6.58,4.34,1.47,"SE",201727,"2017","AFC Eskilstuna",0,"(5,10]"
"15",2017-07-15,"Allsvenskan","Win",2.68,3.21,2.62,"SE",201728,"2017","AFC Eskilstuna",1,"(2.5,3]"
"16",2017-07-23,"Allsvenskan","Lost",4.65,3.6,1.75,"SE",201730,"2017","AFC Eskilstuna",0,"(4,5]"
"17",2017-07-31,"Allsvenskan","Lost",6.98,4.51,1.43,"SE",201731,"2017","AFC Eskilstuna",0,"(5,10]"
"18",2017-08-07,"Allsvenskan","Lost",9.44,5.71,1.28,"SE",201732,"2017","AFC Eskilstuna",0,"(5,10]"
"19",2017-08-13,"Allsvenskan","Draw",12.02,5.64,1.25,"SE",201733,"2017","AFC Eskilstuna",0,"(10,100]"
"20",2017-08-19,"Allsvenskan","Win",7.97,4.74,1.38,"SE",201733,"2017","AFC Eskilstuna",1,"(5,10]"
"21",2017-08-26,"Allsvenskan","Draw",4.33,3.71,1.78,"SE",201734,"2017","AFC Eskilstuna",0,"(4,5]"
"22",2017-09-09,"Allsvenskan","Lost",8.21,4.76,1.37,"SE",201736,"2017","AFC Eskilstuna",0,"(5,10]"
"23",2017-09-18,"Allsvenskan","Lost",2.71,3.23,2.59,"SE",201738,"2017","AFC Eskilstuna",0,"(2.5,3]"
"24",2017-09-21,"Allsvenskan","Win",5.42,4.4,1.54,"SE",201738,"2017","AFC Eskilstuna",1,"(5,10]"
"25",2017-09-25,"Allsvenskan","Win",3.3,3.63,2.08,"SE",201739,"2017","AFC Eskilstuna",1,"(3,3.5]"
"26",2017-09-30,"Allsvenskan","Draw",2.28,3.31,3.15,"SE",201739,"2017","AFC Eskilstuna",0,"(2,2.5]"
"27",2017-10-14,"Allsvenskan","Lost",7.02,4.82,1.41,"SE",201741,"2017","AFC Eskilstuna",0,"(5,10]"
"28",2017-10-21,"Allsvenskan","Lost",2.93,3.68,2.24,"SE",201742,"2017","AFC Eskilstuna",0,"(2.5,3]"
"29",2017-10-28,"Allsvenskan","Draw",3.77,3.69,1.9,"SE",201743,"2017","AFC Eskilstuna",0,"(3.5,4]"
"30",2017-11-05,"Allsvenskan","Lost",2.67,3.64,2.44,"SE",201745,"2017","AFC Eskilstuna",0,"(2.5,3]"
"31",2012-04-01,"Allsvenskan","Draw",1.71,3.43,4.99,"SE",201214,"2012","AIK",0,"(1.5,2]"
"32",2012-04-09,"Allsvenskan","Win",2.95,3.15,2.4,"SE",201215,"2012","AIK",1,"(2.5,3]"
"33",2012-04-12,"Allsvenskan","Draw",2.27,3.18,3.1,"SE",201215,"2012","AIK",0,"(2,2.5]"
"34",2012-04-15,"Allsvenskan","Win",1.84,3.37,4.26,"SE",201216,"2012","AIK",1,"(1.5,2]"
"35",2012-04-22,"Allsvenskan","Draw",1.53,3.85,6.16,"SE",201217,"2012","AIK",0,"(1.5,2]"
"36",2012-04-26,"Allsvenskan","Win",2.21,3.19,3.25,"SE",201217,"2012","AIK",1,"(2,2.5]"
"37",2012-05-02,"Allsvenskan","Draw",4.15,3.44,1.85,"SE",201218,"2012","AIK",0,"(4,5]"
"38",2012-05-08,"Allsvenskan","Draw",2.09,3.22,3.5,"SE",201219,"2012","AIK",0,"(2,2.5]"
"39",2012-05-13,"Allsvenskan","Lost",5.09,3.49,1.69,"SE",201220,"2012","AIK",0,"(5,10]"
"40",2012-05-16,"Allsvenskan","Draw",2.09,3.31,3.39,"SE",201220,"2012","AIK",0,"(2,2.5]"
"41",2012-05-20,"Allsvenskan","Win",1.63,3.66,5.28,"SE",201221,"2012","AIK",1,"(1.5,2]"
"42",2012-05-24,"Allsvenskan","Win",1.61,3.7,5.53,"SE",201221,"2012","AIK",1,"(1.5,2]"
"43",2012-07-02,"Allsvenskan","Lost",4.53,3.5,1.77,"SE",201227,"2012","AIK",0,"(4,5]"
"44",2012-07-08,"Allsvenskan","Win",2.11,3.28,3.39,"SE",201228,"2012","AIK",1,"(2,2.5]"
"45",2012-07-14,"Allsvenskan","Lost",2.47,3.27,2.75,"SE",201228,"2012","AIK",0,"(2,2.5]"
"46",2012-07-22,"Allsvenskan","Win",1.67,3.73,4.9,"SE",201230,"2012","AIK",1,"(1.5,2]"
"47",2012-07-29,"Allsvenskan","Win",2.95,3.11,2.42,"SE",201231,"2012","AIK",1,"(2.5,3]"
"48",2012-08-05,"Allsvenskan","Lost",1.66,3.64,5.11,"SE",201232,"2012","AIK",0,"(1.5,2]"
"49",2012-08-12,"Allsvenskan","Win",1.55,3.71,6.26,"SE",201233,"2012","AIK",1,"(1.5,2]"
"50",2012-08-26,"Allsvenskan","Win",2.18,3.21,3.31,"SE",201235,"2012","AIK",1,"(2,2.5]"
"51",2012-09-02,"Allsvenskan","Win",1.77,3.51,4.52,"SE",201236,"2012","AIK",1,"(1.5,2]"
"52",2012-09-16,"Allsvenskan","Win",2.26,3.18,3.16,"SE",201238,"2012","AIK",1,"(2,2.5]"
"53",2012-09-23,"Allsvenskan","Draw",1.99,3.35,3.67,"SE",201239,"2012","AIK",0,"(1.5,2]"
"54",2012-09-26,"Allsvenskan","Draw",1.88,3.45,3.95,"SE",201239,"2012","AIK",0,"(1.5,2]"
"55",2012-09-30,"Allsvenskan","Win",1.93,3.37,3.9,"SE",201240,"2012","AIK",1,"(1.5,2]"
"56",2012-10-07,"Allsvenskan","Lost",1.36,4.55,8.49,"SE",201241,"2012","AIK",0,"(1,1.5]"
"57",2012-10-21,"Allsvenskan","Win",2.65,3.23,2.58,"SE",201243,"2012","AIK",1,"(2.5,3]"
"58",2012-10-28,"Allsvenskan","Draw",1.31,4.86,9.4,"SE",201244,"2012","AIK",0,"(1,1.5]"
"59",2012-11-01,"Allsvenskan","Draw",3.45,3.46,2.01,"SE",201244,"2012","AIK",0,"(3,3.5]"
"60",2012-11-04,"Allsvenskan","Win",2.34,3.3,2.9,"SE",201245,"2012","AIK",1,"(2,2.5]"
"61",2013-04-01,"Allsvenskan","Draw",3.65,3.26,2.04,"SE",201313,"2013","AIK",0,"(3.5,4]"
"62",2013-04-07,"Allsvenskan","Draw",1.42,4.23,7.7,"SE",201314,"2013","AIK",0,"(1,1.5]"
"63",2013-04-14,"Allsvenskan","Lost",2.22,3.22,3.22,"SE",201315,"2013","AIK",0,"(2,2.5]"
"64",2013-04-17,"Allsvenskan","Lost",2.31,3.23,3.04,"SE",201316,"2013","AIK",0,"(2,2.5]"
"65",2013-04-22,"Allsvenskan","Win",2.19,3.17,3.35,"SE",201316,"2013","AIK",1,"(2,2.5]"
"66",2013-04-28,"Allsvenskan","Draw",1.41,4.31,8.04,"SE",201317,"2013","AIK",0,"(1,1.5]"
"67",2013-05-06,"Allsvenskan","Win",2.34,3.23,3.02,"SE",201318,"2013","AIK",1,"(2,2.5]"
"68",2013-05-12,"Allsvenskan","Lost",2.4,3.19,2.93,"SE",201319,"2013","AIK",0,"(2,2.5]"
"69",2013-05-19,"Allsvenskan","Win",2.05,3.32,3.59,"SE",201320,"2013","AIK",1,"(2,2.5]"
"70",2013-05-22,"Allsvenskan","Draw",1.72,3.59,4.78,"SE",201321,"2013","AIK",0,"(1.5,2]"
"71",2013-05-30,"Allsvenskan","Win",2.42,3.3,2.83,"SE",201322,"2013","AIK",1,"(2,2.5]"
"72",2013-06-24,"Allsvenskan","Win",1.31,5.1,9.39,"SE",201325,"2013","AIK",1,"(1,1.5]"
"73",2013-06-27,"Allsvenskan","Win",4.25,3.63,1.79,"SE",201326,"2013","AIK",1,"(4,5]"
"74",2013-07-01,"Allsvenskan","Draw",1.4,4.48,7.81,"SE",201326,"2013","AIK",0,"(1,1.5]"
"75",2013-07-07,"Allsvenskan","Win",1.96,3.41,3.8,"SE",201327,"2013","AIK",1,"(1.5,2]"
"76",2013-07-14,"Allsvenskan","Win",1.63,3.71,5.41,"SE",201328,"2013","AIK",1,"(1.5,2]"
"77",2013-07-22,"Allsvenskan","Win",3.02,3.3,2.3,"SE",201329,"2013","AIK",1,"(3,3.5]"
"78",2013-08-03,"Allsvenskan","Win",1.99,3.4,3.68,"SE",201331,"2013","AIK",1,"(1.5,2]"
"79",2013-08-11,"Allsvenskan","Lost",3.98,3.4,1.89,"SE",201332,"2013","AIK",0,"(3.5,4]"
"80",2013-08-19,"Allsvenskan","Win",1.47,4.15,6.9,"SE",201333,"2013","AIK",1,"(1,1.5]"
"81",2013-08-25,"Allsvenskan","Lost",1.73,3.61,4.69,"SE",201334,"2013","AIK",0,"(1.5,2]"
"82",2013-08-31,"Allsvenskan","Win",1.54,4.03,5.94,"SE",201335,"2013","AIK",1,"(1.5,2]"
"83",2013-09-15,"Allsvenskan","Draw",1.42,4.3,7.78,"SE",201337,"2013","AIK",0,"(1,1.5]"
"84",2013-09-23,"Allsvenskan","Lost",3.27,3.31,2.17,"SE",201338,"2013","AIK",0,"(3,3.5]"
"85",2013-09-26,"Allsvenskan","Draw",2.52,3.17,2.8,"SE",201339,"2013","AIK",0,"(2.5,3]"
"86",2013-09-30,"Allsvenskan","Win",1.38,4.55,7.96,"SE",201339,"2013","AIK",1,"(1,1.5]"
"87",2013-10-04,"Allsvenskan","Win",1.91,3.48,3.86,"SE",201340,"2013","AIK",1,"(1.5,2]"
"88",2013-10-21,"Allsvenskan","Win",1.5,4.32,5.88,"SE",201342,"2013","AIK",1,"(1,1.5]"
"89",2013-10-26,"Allsvenskan","Win",1.64,3.89,5.02,"SE",201343,"2013","AIK",1,"(1.5,2]"
"90",2013-11-03,"Allsvenskan","Win",1.91,3.55,3.8,"SE",201344,"2013","AIK",1,"(1.5,2]"
"91",2014-03-31,"Allsvenskan","Lost",2.02,3.28,3.68,"SE",201413,"2014","AIK",0,"(2,2.5]"
"92",2014-04-06,"Allsvenskan","Win",2.14,3.27,3.4,"SE",201414,"2014","AIK",1,"(2,2.5]"
"93",2014-04-13,"Allsvenskan","Draw",1.56,3.77,6.28,"SE",201415,"2014","AIK",0,"(1.5,2]"
"94",2014-04-16,"Allsvenskan","Win",2.92,3.27,2.38,"SE",201416,"2014","AIK",1,"(2.5,3]"
"95",2014-04-20,"Allsvenskan","Lost",1.61,3.71,5.69,"SE",201416,"2014","AIK",0,"(1.5,2]"
"96",2014-04-27,"Allsvenskan","Draw",3.14,3.29,2.24,"SE",201417,"2014","AIK",0,"(3,3.5]"
"97",2014-05-05,"Allsvenskan","Win",1.89,3.48,3.94,"SE",201418,"2014","AIK",1,"(1.5,2]"
"98",2014-05-08,"Allsvenskan","Draw",1.94,3.42,3.82,"SE",201419,"2014","AIK",0,"(1.5,2]"
"99",2014-05-11,"Allsvenskan","Win",1.36,4.77,8.18,"SE",201419,"2014","AIK",1,"(1,1.5]"
"100",2014-05-15,"Allsvenskan","Win",2.19,3.3,3.24,"SE",201420,"2014","AIK",1,"(2,2.5]"
"101",2014-05-26,"Allsvenskan","Draw",4.69,3.66,1.72,"SE",201421,"2014","AIK",0,"(4,5]"
"102",2014-06-02,"Allsvenskan","Win",1.39,4.68,7.56,"SE",201422,"2014","AIK",1,"(1,1.5]"
"103",2014-07-07,"Allsvenskan","Win",2.38,3.3,2.91,"SE",201427,"2014","AIK",1,"(2,2.5]"
"104",2014-07-12,"Allsvenskan","Win",1.74,3.63,4.61,"SE",201428,"2014","AIK",1,"(1.5,2]"
"105",2014-07-20,"Allsvenskan","Lost",2.15,3.31,3.33,"SE",201429,"2014","AIK",0,"(2,2.5]"
"106",2014-07-28,"Allsvenskan","Win",1.45,4.47,6.47,"SE",201430,"2014","AIK",1,"(1,1.5]"
"107",2014-08-04,"Allsvenskan","Win",3.76,3.49,1.94,"SE",201431,"2014","AIK",1,"(3.5,4]"
"108",2014-08-10,"Allsvenskan","Win",1.4,4.55,7.7,"SE",201432,"2014","AIK",1,"(1,1.5]"
"109",2014-08-13,"Allsvenskan","Draw",1.79,3.56,4.38,"SE",201433,"2014","AIK",0,"(1.5,2]"
"110",2014-08-17,"Allsvenskan","Lost",2.1,3.38,3.35,"SE",201433,"2014","AIK",0,"(2,2.5]"
"111",2014-08-24,"Allsvenskan","Win",1.84,3.59,4.04,"SE",201434,"2014","AIK",1,"(1.5,2]"
"112",2014-08-31,"Allsvenskan","Win",2.45,3.35,2.77,"SE",201435,"2014","AIK",1,"(2,2.5]"
"113",2014-09-15,"Allsvenskan","Lost",2.51,3.34,2.71,"SE",201437,"2014","AIK",0,"(2.5,3]"
"114",2014-09-21,"Allsvenskan","Lost",1.46,4.53,6.18,"SE",201438,"2014","AIK",0,"(1,1.5]"
"115",2014-09-24,"Allsvenskan","Lost",1.92,3.5,3.81,"SE",201439,"2014","AIK",0,"(1.5,2]"
"116",2014-09-28,"Allsvenskan","Draw",3.79,3.48,1.93,"SE",201439,"2014","AIK",0,"(3.5,4]"
"117",2014-10-05,"Allsvenskan","Lost",2.5,3.27,2.77,"SE",201440,"2014","AIK",0,"(2,2.5]"
"118",2014-10-19,"Allsvenskan","Win",1.22,6.11,11.25,"SE",201442,"2014","AIK",1,"(1,1.5]"
"119",2014-10-26,"Allsvenskan","Win",1.38,4.72,7.54,"SE",201443,"2014","AIK",1,"(1,1.5]"
"120",2014-11-01,"Allsvenskan","Draw",1.62,3.88,5.18,"SE",201444,"2014","AIK",0,"(1.5,2]"
"121",2015-04-06,"Allsvenskan","Win",1.52,4.03,6.13,"SE",201514,"2015","AIK",1,"(1.5,2]"
"122",2015-04-09,"Allsvenskan","Draw",5.09,3.84,1.64,"SE",201515,"2015","AIK",0,"(5,10]"
"123",2015-04-12,"Allsvenskan","Win",1.42,4.36,7.36,"SE",201515,"2015","AIK",1,"(1,1.5]"
"124",2015-04-21,"Allsvenskan","Lost",3.97,3.47,1.9,"SE",201516,"2015","AIK",0,"(3.5,4]"
"125",2015-04-26,"Allsvenskan","Win",1.62,3.86,5.27,"SE",201517,"2015","AIK",1,"(1.5,2]"
"126",2015-04-29,"Allsvenskan","Draw",1.84,3.57,4.1,"SE",201517,"2015","AIK",0,"(1.5,2]"
"127",2015-05-04,"Allsvenskan","Win",1.69,3.74,4.77,"SE",201518,"2015","AIK",1,"(1.5,2]"
"128",2015-05-10,"Allsvenskan","Draw",1.64,3.81,5.08,"SE",201519,"2015","AIK",0,"(1.5,2]"
"129",2015-05-21,"Allsvenskan","Lost",4.17,3.52,1.84,"SE",201521,"2015","AIK",0,"(4,5]"
"130",2015-05-25,"Allsvenskan","Draw",3.06,3.35,2.26,"SE",201521,"2015","AIK",0,"(3,3.5]"
"131",2015-05-31,"Allsvenskan","Win",1.57,3.97,5.67,"SE",201522,"2015","AIK",1,"(1.5,2]"
"132",2015-06-03,"Allsvenskan","Win",1.29,5.38,9.66,"SE",201522,"2015","AIK",1,"(1,1.5]"
"133",2015-06-06,"Allsvenskan","Draw",2.8,3.41,2.4,"SE",201523,"2015","AIK",0,"(2.5,3]"
"134",2015-07-05,"Allsvenskan","Draw",2.46,3.29,2.8,"SE",201527,"2015","AIK",0,"(2,2.5]"
"135",2015-07-12,"Allsvenskan","Win",1.52,4.18,5.92,"SE",201528,"2015","AIK",1,"(1.5,2]"
"136",2015-07-19,"Allsvenskan","Lost",2.12,3.39,3.35,"SE",201529,"2015","AIK",0,"(2,2.5]"
"137",2015-07-26,"Allsvenskan","Win",2.31,3.31,3.03,"SE",201530,"2015","AIK",1,"(2,2.5]"
"138",2015-08-02,"Allsvenskan","Win",3.27,3.55,2.08,"SE",201531,"2015","AIK",1,"(3,3.5]"
"139",2015-08-10,"Allsvenskan","Win",2.18,3.34,3.22,"SE",201532,"2015","AIK",1,"(2,2.5]"
"140",2015-08-16,"Allsvenskan","Win",1.6,3.92,5.33,"SE",201533,"2015","AIK",1,"(1.5,2]"
"141",2015-08-23,"Allsvenskan","Win",1.71,3.7,4.67,"SE",201534,"2015","AIK",1,"(1.5,2]"
"142",2015-08-30,"Allsvenskan","Win",1.26,5.65,10.79,"SE",201535,"2015","AIK",1,"(1,1.5]"
"143",2015-09-12,"Allsvenskan","Win",1.66,3.86,4.83,"SE",201537,"2015","AIK",1,"(1.5,2]"
"144",2015-09-19,"Allsvenskan","Win",1.79,3.78,4.08,"SE",201538,"2015","AIK",1,"(1.5,2]"
"145",2015-09-23,"Allsvenskan","Win",2.22,3.37,3.12,"SE",201538,"2015","AIK",1,"(2,2.5]"
"146",2015-09-27,"Allsvenskan","Lost",2.56,3.34,2.66,"SE",201539,"2015","AIK",0,"(2.5,3]"
"147",2015-10-04,"Allsvenskan","Win",2.61,3.32,2.61,"SE",201540,"2015","AIK",1,"(2.5,3]"
"148",2015-10-18,"Allsvenskan","Win",1.71,3.78,4.64,"SE",201542,"2015","AIK",1,"(1.5,2]"
"149",2015-10-26,"Allsvenskan","Lost",2.42,3.3,2.87,"SE",201543,"2015","AIK",0,"(2,2.5]"
"150",2015-10-31,"Allsvenskan","Draw",2.14,3.55,3.13,"SE",201544,"2015","AIK",0,"(2,2.5]"
"151",2016-04-03,"Allsvenskan","Draw",1.49,4.21,6.39,"SE",201614,"2016","AIK",0,"(1,1.5]"
"152",2016-04-07,"Allsvenskan","Win",2.75,3.16,2.58,"SE",201614,"2016","AIK",1,"(2.5,3]"
"153",2016-04-11,"Allsvenskan","Draw",2.62,3.13,2.74,"SE",201615,"2016","AIK",0,"(2.5,3]"
"154",2016-04-17,"Allsvenskan","Lost",3.02,3.36,2.29,"SE",201616,"2016","AIK",0,"(3,3.5]"
"155",2016-04-25,"Allsvenskan","Win",2.08,3.54,3.3,"SE",201617,"2016","AIK",1,"(2,2.5]"
"156",2016-04-28,"Allsvenskan","Lost",2.33,3.43,2.88,"SE",201617,"2016","AIK",0,"(2,2.5]"
"157",2016-05-02,"Allsvenskan","Draw",1.57,3.99,5.61,"SE",201618,"2016","AIK",0,"(1.5,2]"
"158",2016-05-08,"Allsvenskan","Win",3.22,3.44,2.15,"SE",201619,"2016","AIK",1,"(3,3.5]"
"159",2016-05-16,"Allsvenskan","Win",2.16,3.33,3.29,"SE",201620,"2016","AIK",1,"(2,2.5]"
"160",2016-05-20,"Allsvenskan","Win",1.59,3.97,5.32,"SE",201621,"2016","AIK",1,"(1.5,2]"
"161",2016-05-23,"Allsvenskan","Win",1.67,3.8,4.92,"SE",201621,"2016","AIK",1,"(1.5,2]"
"162",2016-05-28,"Allsvenskan","Draw",1.94,3.63,3.6,"SE",201622,"2016","AIK",0,"(1.5,2]"
"163",2016-07-10,"Allsvenskan","Draw",2.52,3.32,2.71,"SE",201628,"2016","AIK",0,"(2.5,3]"
"164",2016-07-17,"Allsvenskan","Draw",2.82,3.19,2.52,"SE",201629,"2016","AIK",0,"(2.5,3]"
"165",2016-07-24,"Allsvenskan","Win",2.59,3.36,2.62,"SE",201630,"2016","AIK",1,"(2.5,3]"
"166",2016-07-31,"Allsvenskan","Win",1.34,4.98,8.53,"SE",201631,"2016","AIK",1,"(1,1.5]"
"167",2016-08-07,"Allsvenskan","Lost",5.22,3.72,1.66,"SE",201632,"2016","AIK",0,"(5,10]"
"168",2016-08-13,"Allsvenskan","Win",1.46,4.46,6.48,"SE",201633,"2016","AIK",1,"(1,1.5]"
"169",2016-08-21,"Allsvenskan","Win",2.37,3.4,2.87,"SE",201634,"2016","AIK",1,"(2,2.5]"
"170",2016-08-28,"Allsvenskan","Draw",1.91,3.54,3.85,"SE",201635,"2016","AIK",0,"(1.5,2]"
"171",2016-09-11,"Allsvenskan","Win",1.73,3.68,4.64,"SE",201637,"2016","AIK",1,"(1.5,2]"
"172",2016-09-18,"Allsvenskan","Win",1.31,5.19,9.05,"SE",201638,"2016","AIK",1,"(1,1.5]"
"173",2016-09-21,"Allsvenskan","Win",2.9,3.22,2.44,"SE",201638,"2016","AIK",1,"(2.5,3]"
"174",2016-09-25,"Allsvenskan","Draw",2.79,3.36,2.44,"SE",201639,"2016","AIK",0,"(2.5,3]"
"175",2016-10-02,"Allsvenskan","Win",1.83,3.6,4.12,"SE",201640,"2016","AIK",1,"(1.5,2]"
"176",2016-10-16,"Allsvenskan","Win",1.39,4.54,7.76,"SE",201642,"2016","AIK",1,"(1,1.5]"
"177",2016-10-24,"Allsvenskan","Lost",2.58,3.3,2.65,"SE",201643,"2016","AIK",0,"(2.5,3]"
"178",2016-10-27,"Allsvenskan","Win",1.61,4.07,5.06,"SE",201643,"2016","AIK",1,"(1.5,2]"
"179",2016-10-31,"Allsvenskan","Draw",1.58,3.93,5.67,"SE",201644,"2016","AIK",0,"(1.5,2]"
"180",2016-11-06,"Allsvenskan","Win",1.53,4.19,5.7,"SE",201645,"2016","AIK",1,"(1.5,2]"
"181",2017-04-02,"Allsvenskan","Draw",1.95,3.33,3.97,"SE",201714,"2017","AIK",0,"(1.5,2]"
"182",2017-04-10,"Allsvenskan","Win",2.93,3.25,2.4,"SE",201715,"2017","AIK",1,"(2.5,3]"
"183",2017-04-17,"Allsvenskan","Lost",1.76,3.51,4.71,"SE",201716,"2017","AIK",0,"(1.5,2]"
"184",2017-04-22,"Allsvenskan","Lost",2.2,3.08,3.47,"SE",201716,"2017","AIK",0,"(2,2.5]"
"185",2017-04-27,"Allsvenskan","Win",1.8,3.51,4.46,"SE",201717,"2017","AIK",1,"(1.5,2]"
"186",2017-04-30,"Allsvenskan","Draw",1.32,4.99,9.69,"SE",201718,"2017","AIK",0,"(1,1.5]"
"187",2017-05-06,"Allsvenskan","Win",1.8,3.38,4.72,"SE",201718,"2017","AIK",1,"(1.5,2]"
"188",2017-05-13,"Allsvenskan","Win",1.47,4.1,7.13,"SE",201719,"2017","AIK",1,"(1,1.5]"
"189",2017-05-22,"Allsvenskan","Win",3.7,3.32,2.02,"SE",201721,"2017","AIK",1,"(3.5,4]"
"190",2017-05-29,"Allsvenskan","Lost",2.89,3.12,2.5,"SE",201722,"2017","AIK",0,"(2.5,3]"
"191",2017-06-01,"Allsvenskan","Draw",3.85,3.49,1.93,"SE",201722,"2017","AIK",0,"(3.5,4]"
"192",2017-06-04,"Allsvenskan","Win",1.6,3.69,5.99,"SE",201723,"2017","AIK",1,"(1.5,2]"
"193",2017-07-02,"Allsvenskan","Draw",2.21,3.19,3.35,"SE",201727,"2017","AIK",0,"(2,2.5]"
"194",2017-07-09,"Allsvenskan","Win",1.83,3.46,4.34,"SE",201728,"2017","AIK",1,"(1.5,2]"
"195",2017-07-16,"Allsvenskan","Win",1.96,3.45,3.77,"SE",201729,"2017","AIK",1,"(1.5,2]"
"196",2017-07-30,"Allsvenskan","Lost",1.52,3.94,6.6,"SE",201731,"2017","AIK",0,"(1.5,2]"
"197",2017-08-06,"Allsvenskan","Win",2.26,3.12,3.34,"SE",201732,"2017","AIK",1,"(2,2.5]"
"198",2017-08-10,"Allsvenskan","Lost",2.58,3.21,2.75,"SE",201732,"2017","AIK",0,"(2.5,3]"
"199",2017-08-13,"Allsvenskan","Draw",1.25,5.64,12.02,"SE",201733,"2017","AIK",0,"(1,1.5]"
"200",2017-08-20,"Allsvenskan","Win",2.33,3.25,3.05,"SE",201734,"2017","AIK",1,"(2,2.5]"
"201",2017-08-27,"Allsvenskan","Draw",2.21,3.3,3.28,"SE",201735,"2017","AIK",0,"(2,2.5]"
"202",2017-09-10,"Allsvenskan","Draw",2.49,3.18,2.9,"SE",201737,"2017","AIK",0,"(2,2.5]"
"203",2017-09-17,"Allsvenskan","Win",1.29,5.1,11.51,"SE",201738,"2017","AIK",1,"(1,1.5]"
"204",2017-09-21,"Allsvenskan","Draw",1.57,3.95,5.82,"SE",201738,"2017","AIK",0,"(1.5,2]"
"205",2017-09-24,"Allsvenskan","Win",2.71,3.22,2.62,"SE",201739,"2017","AIK",1,"(2.5,3]"
"206",2017-10-01,"Allsvenskan","Win",1.34,5.09,8.84,"SE",201740,"2017","AIK",1,"(1,1.5]"
"207",2017-10-15,"Allsvenskan","Win",1.3,5.24,10.09,"SE",201742,"2017","AIK",1,"(1,1.5]"
"208",2017-10-23,"Allsvenskan","Draw",3.31,3.43,2.14,"SE",201743,"2017","AIK",0,"(3,3.5]"
"209",2017-10-30,"Allsvenskan","Win",1.38,4.9,7.45,"SE",201744,"2017","AIK",1,"(1,1.5]"
"210",2017-11-05,"Allsvenskan","Win",1.7,4.1,4.43,"SE",201745,"2017","AIK",1,"(1.5,2]"
"211",2018-04-02,"Allsvenskan","Win",1.5,3.86,7.56,"SE",201814,"2018","AIK",1,"(1,1.5]"
"212",2018-04-09,"Allsvenskan","Draw",4.45,3.37,1.87,"SE",201815,"2018","AIK",0,"(4,5]"
"213",2018-04-15,"Allsvenskan","Win",2.12,2.97,3.98,"SE",201815,"2018","AIK",1,"(2,2.5]"
"214",2018-04-18,"Allsvenskan","Draw",2.13,3.19,3.61,"SE",201816,"2018","AIK",0,"(2,2.5]"
"215",2018-04-22,"Allsvenskan","Win",1.64,3.62,5.74,"SE",201816,"2018","AIK",1,"(1.5,2]"
"216",2018-04-27,"Allsvenskan","Win",1.39,4.54,8.44,"SE",201817,"2018","AIK",1,"(1,1.5]"
"217",2018-05-02,"Allsvenskan","Win",1.68,3.67,5.28,"SE",201818,"2018","AIK",1,"(1.5,2]"
"218",2018-05-06,"Allsvenskan","Draw",2.11,3.33,3.52,"SE",201818,"2018","AIK",0,"(2,2.5]"
"219",2018-05-14,"Allsvenskan","Draw",1.96,3.19,4.28,"SE",201820,"2018","AIK",0,"(1.5,2]"
"220",2018-05-20,"Allsvenskan","Win",2.45,3.29,2.88,"SE",201820,"2018","AIK",1,"(2,2.5]"
"221",2018-05-23,"Allsvenskan","Draw",2.99,3.15,2.47,"SE",201821,"2018","AIK",0,"(2.5,3]"
"222",2018-05-26,"Allsvenskan","Draw",1.65,3.72,5.57,"SE",201821,"2018","AIK",0,"(1.5,2]"
"223",2018-07-07,"Allsvenskan","Win",1.57,3.75,6.42,"SE",201827,"2018","AIK",1,"(1.5,2]"
"224",2018-07-15,"Allsvenskan","Win",1.84,3.4,4.61,"SE",201828,"2018","AIK",1,"(1.5,2]"
