"","Date","Div","Res","Odds","OddsDraw","OddsOpp","Country","YearWeek","Season","Team","Res_1_0","Odds_Intervall"
"4065",2014-11-04,"E1","Win",2.28,3.32,3.13,"EN",201444,"2014","Bournemouth",1,"(2,2.5]"
"4066",2014-11-08,"E1","Draw",3.2,3.29,2.22,"EN",201445,"2014","Bournemouth",0,"(3,3.5]"
"4067",2014-11-22,"E1","Draw",1.78,3.58,4.55,"EN",201447,"2014","Bournemouth",0,"(1.5,2]"
"4068",2014-11-29,"E1","Draw",1.6,3.82,5.75,"EN",201448,"2014","Bournemouth",0,"(1.5,2]"
"4069",2014-12-06,"E1","Win",2.39,3.31,2.93,"EN",201449,"2014","Bournemouth",1,"(2,2.5]"
"4070",2014-12-13,"E1","Win",1.73,3.64,4.71,"EN",201450,"2014","Bournemouth",1,"(1.5,2]"
"4071",2014-12-20,"E1","Win",1.67,3.7,5.1,"EN",201451,"2014","Bournemouth",1,"(1.5,2]"
"4072",2014-12-26,"E1","Win",1.64,3.88,5.07,"EN",201452,"2014","Bournemouth",1,"(1.5,2]"
"4073",2014-12-28,"E1","Win",1.92,3.49,3.86,"EN",201452,"2014","Bournemouth",1,"(1.5,2]"
"4074",2015-01-10,"E1","Lost",1.98,3.47,3.69,"EN",20152,"2014","Bournemouth",0,"(1.5,2]"
"4075",2015-01-17,"E1","Win",1.85,3.51,4.12,"EN",20153,"2014","Bournemouth",1,"(1.5,2]"
"4076",2015-01-20,"E1","Lost",1.7,3.73,4.9,"EN",20153,"2014","Bournemouth",0,"(1.5,2]"
"4077",2015-01-30,"E1","Win",1.84,3.68,4.07,"EN",20155,"2014","Bournemouth",1,"(1.5,2]"
"4078",2015-02-07,"E1","Win",1.97,3.39,3.8,"EN",20156,"2014","Bournemouth",1,"(1.5,2]"
"4079",2015-02-10,"E1","Draw",2.16,3.4,3.3,"EN",20156,"2014","Bournemouth",0,"(2,2.5]"
"4080",2015-02-14,"E1","Draw",1.52,4.22,6,"EN",20157,"2014","Bournemouth",0,"(1.5,2]"
"4081",2015-02-21,"E1","Lost",2.14,3.37,3.34,"EN",20158,"2014","Bournemouth",0,"(2,2.5]"
"4082",2015-02-25,"E1","Lost",2.24,3.38,3.08,"EN",20158,"2014","Bournemouth",0,"(2,2.5]"
"4083",2015-02-28,"E1","Draw",1.7,3.81,4.73,"EN",20159,"2014","Bournemouth",0,"(1.5,2]"
"4084",2015-03-03,"E1","Win",1.74,3.69,4.67,"EN",20159,"2014","Bournemouth",1,"(1.5,2]"
"4085",2015-03-06,"E1","Win",1.95,3.55,3.79,"EN",201510,"2014","Bournemouth",1,"(1.5,2]"
"4086",2015-03-14,"E1","Win",1.2,6.49,13.87,"EN",201511,"2014","Bournemouth",1,"(1,1.5]"
"4087",2015-03-17,"E1","Draw",1.88,3.59,3.99,"EN",201511,"2014","Bournemouth",0,"(1.5,2]"
"4088",2015-03-21,"E1","Win",2.11,3.37,3.43,"EN",201512,"2014","Bournemouth",1,"(2,2.5]"
"4089",2015-04-03,"E1","Draw",2.39,3.26,2.97,"EN",201514,"2014","Bournemouth",0,"(2,2.5]"
"4090",2015-04-06,"E1","Win",1.39,4.69,8.06,"EN",201514,"2014","Bournemouth",1,"(1,1.5]"
"4091",2015-04-10,"E1","Win",1.77,3.58,4.63,"EN",201515,"2014","Bournemouth",1,"(1.5,2]"
"4092",2015-04-14,"E1","Win",1.54,4.01,6.14,"EN",201515,"2014","Bournemouth",1,"(1.5,2]"
"4093",2015-04-18,"E1","Draw",1.33,4.89,9.72,"EN",201516,"2014","Bournemouth",0,"(1,1.5]"
"4094",2015-04-27,"E1","Win",1.27,5.62,10.61,"EN",201517,"2014","Bournemouth",1,"(1,1.5]"
"4095",2015-05-02,"E1","Win",1.47,4.32,6.72,"EN",201518,"2014","Bournemouth",1,"(1,1.5]"
"4096",2015-08-08,"E0","Lost",1.96,3.48,3.98,"EN",201532,"2015","Bournemouth",0,"(1.5,2]"
"4097",2015-08-17,"E0","Lost",7.71,4.46,1.44,"EN",201533,"2015","Bournemouth",0,"(5,10]"
"4098",2015-08-22,"E0","Win",3.09,3.35,2.34,"EN",201534,"2015","Bournemouth",1,"(3,3.5]"
"4099",2015-08-29,"E0","Draw",2.14,3.48,3.38,"EN",201535,"2015","Bournemouth",0,"(2,2.5]"
"4100",2015-09-12,"E0","Lost",3.11,3.36,2.33,"EN",201537,"2015","Bournemouth",0,"(3,3.5]"
"4101",2015-09-19,"E0","Win",1.7,3.79,5.14,"EN",201538,"2015","Bournemouth",1,"(1.5,2]"
"4102",2015-09-26,"E0","Lost",2.9,3.31,2.48,"EN",201539,"2015","Bournemouth",0,"(2.5,3]"
"4103",2015-10-03,"E0","Draw",2.1,3.39,3.62,"EN",201540,"2015","Bournemouth",0,"(2,2.5]"
"4104",2015-10-17,"E0","Lost",9.31,5.23,1.33,"EN",201542,"2015","Bournemouth",0,"(5,10]"
"4105",2015-10-25,"E0","Lost",3.38,3.32,2.22,"EN",201543,"2015","Bournemouth",0,"(3,3.5]"
"4106",2015-11-01,"E0","Lost",6.29,4.17,1.54,"EN",201544,"2015","Bournemouth",0,"(5,10]"
"4107",2015-11-07,"E0","Lost",2.2,3.44,3.3,"EN",201545,"2015","Bournemouth",0,"(2,2.5]"
"4108",2015-11-21,"E0","Draw",4.34,3.47,1.89,"EN",201547,"2015","Bournemouth",0,"(4,5]"
"4109",2015-11-28,"E0","Draw",2.87,3.41,2.45,"EN",201548,"2015","Bournemouth",0,"(2.5,3]"
"4110",2015-12-05,"E0","Win",8.83,4.91,1.37,"EN",201549,"2015","Bournemouth",1,"(5,10]"
"4111",2015-12-12,"E0","Win",3.33,3.28,2.26,"EN",201550,"2015","Bournemouth",1,"(3,3.5]"
"4112",2015-12-19,"E0","Win",2.91,3.22,2.53,"EN",201551,"2015","Bournemouth",1,"(2.5,3]"
"4113",2015-12-26,"E0","Draw",2.42,3.33,2.98,"EN",201552,"2015","Bournemouth",0,"(2,2.5]"
"4114",2015-12-28,"E0","Lost",7.76,4.58,1.43,"EN",201552,"2015","Bournemouth",0,"(5,10]"
"4115",2016-01-02,"E0","Draw",4.02,3.58,1.92,"EN",20161,"2015","Bournemouth",0,"(4,5]"
"4116",2016-01-12,"E0","Lost",1.98,3.51,3.9,"EN",20162,"2015","Bournemouth",0,"(1.5,2]"
"4117",2016-01-16,"E0","Win",1.88,3.49,4.35,"EN",20163,"2015","Bournemouth",1,"(1.5,2]"
"4118",2016-01-23,"E0","Draw",2.48,3.26,2.94,"EN",20164,"2015","Bournemouth",0,"(2,2.5]"
"4119",2016-02-02,"E0","Win",3.12,3.19,2.42,"EN",20165,"2015","Bournemouth",1,"(3,3.5]"
"4120",2016-02-07,"E0","Lost",3.72,3.41,2.05,"EN",20166,"2015","Bournemouth",0,"(3.5,4]"
"4121",2016-02-13,"E0","Lost",2.05,3.35,3.82,"EN",20167,"2015","Bournemouth",0,"(2,2.5]"
"4122",2016-02-27,"E0","Draw",3.1,3.22,2.37,"EN",20169,"2015","Bournemouth",0,"(3,3.5]"
"4123",2016-03-01,"E0","Win",2.87,3.17,2.63,"EN",20169,"2015","Bournemouth",1,"(2.5,3]"
"4124",2016-03-05,"E0","Win",2.74,3.3,2.63,"EN",201610,"2015","Bournemouth",1,"(2.5,3]"
"4125",2016-03-12,"E0","Win",1.95,3.34,4.26,"EN",201611,"2015","Bournemouth",1,"(1.5,2]"
"4126",2016-03-20,"E0","Lost",6.2,4.24,1.53,"EN",201612,"2015","Bournemouth",0,"(5,10]"
"4127",2016-04-02,"E0","Lost",3.62,3.5,2.05,"EN",201614,"2015","Bournemouth",0,"(3.5,4]"
"4128",2016-04-09,"E0","Win",2.15,3.35,3.47,"EN",201615,"2015","Bournemouth",1,"(2,2.5]"
"4129",2016-04-17,"E0","Lost",3.46,3.42,2.13,"EN",201616,"2015","Bournemouth",0,"(3,3.5]"
"4130",2016-04-23,"E0","Lost",2.99,3.43,2.35,"EN",201617,"2015","Bournemouth",0,"(2.5,3]"
"4131",2016-04-30,"E0","Lost",3.69,3.67,1.98,"EN",201618,"2015","Bournemouth",0,"(3.5,4]"
"4132",2016-05-07,"E0","Draw",1.92,3.47,4.19,"EN",201619,"2015","Bournemouth",0,"(1.5,2]"
"4133",2016-05-17,"E0","Lost",5.08,4.03,1.66,"EN",201620,"2015","Bournemouth",0,"(5,10]"
"4134",2016-08-14,"E0","Lost",4.5,3.51,1.86,"EN",201633,"2016","Bournemouth",0,"(4,5]"
"4135",2016-08-21,"E0","Lost",3.96,3.62,1.94,"EN",201634,"2016","Bournemouth",0,"(3.5,4]"
"4136",2016-08-27,"E0","Draw",3.24,3.28,2.31,"EN",201635,"2016","Bournemouth",0,"(3,3.5]"
"4137",2016-09-10,"E0","Win",2.02,3.25,4.15,"EN",201637,"2016","Bournemouth",1,"(2,2.5]"
"4138",2016-09-17,"E0","Lost",11.3,5.82,1.28,"EN",201638,"2016","Bournemouth",0,"(10,100]"
"4139",2016-09-24,"E0","Win",3.55,3.46,2.12,"EN",201639,"2016","Bournemouth",1,"(3.5,4]"
"4140",2016-10-01,"E0","Draw",3.21,3.28,2.35,"EN",201640,"2016","Bournemouth",0,"(3,3.5]"
"4141",2016-10-15,"E0","Win",1.83,3.51,4.74,"EN",201642,"2016","Bournemouth",1,"(1.5,2]"
"4142",2016-10-22,"E0","Draw",3.94,3.58,1.97,"EN",201643,"2016","Bournemouth",0,"(3.5,4]"
"4143",2016-10-29,"E0","Lost",3.1,3.13,2.49,"EN",201644,"2016","Bournemouth",0,"(3,3.5]"
"4144",2016-11-05,"E0","Lost",1.62,4.05,5.59,"EN",201645,"2016","Bournemouth",0,"(1.5,2]"
"4145",2016-11-19,"E0","Win",3.34,3.38,2.25,"EN",201647,"2016","Bournemouth",1,"(3,3.5]"
"4146",2016-11-27,"E0","Lost",7.8,4.83,1.42,"EN",201648,"2016","Bournemouth",0,"(5,10]"
"4147",2016-12-04,"E0","Win",4.59,3.89,1.76,"EN",201649,"2016","Bournemouth",1,"(4,5]"
"4148",2016-12-10,"E0","Lost",2.24,3.37,3.36,"EN",201650,"2016","Bournemouth",0,"(2,2.5]"
"4149",2016-12-13,"E0","Win",2.41,3.4,3.04,"EN",201650,"2016","Bournemouth",1,"(2,2.5]"
"4150",2016-12-18,"E0","Lost",2.91,3.21,2.6,"EN",201651,"2016","Bournemouth",0,"(2.5,3]"
"4151",2016-12-26,"E0","Lost",8.69,4.85,1.38,"EN",201652,"2016","Bournemouth",0,"(5,10]"
"4152",2016-12-31,"E0","Win",2.56,3.39,2.82,"EN",201653,"2016","Bournemouth",1,"(2.5,3]"
"4153",2017-01-03,"E0","Draw",4.44,3.72,1.82,"EN",20171,"2016","Bournemouth",0,"(4,5]"
"4154",2017-01-14,"E0","Lost",2.27,3.45,3.24,"EN",20172,"2016","Bournemouth",0,"(2,2.5]"
"4155",2017-01-21,"E0","Draw",1.84,3.64,4.52,"EN",20173,"2016","Bournemouth",0,"(1.5,2]"
"4156",2017-01-31,"E0","Lost",2.09,3.46,3.69,"EN",20175,"2016","Bournemouth",0,"(2,2.5]"
"4157",2017-02-04,"E0","Lost",5.07,3.86,1.71,"EN",20175,"2016","Bournemouth",0,"(5,10]"
"4158",2017-02-13,"E0","Lost",6.91,4.76,1.45,"EN",20177,"2016","Bournemouth",0,"(5,10]"
"4159",2017-02-25,"E0","Lost",3.81,3.39,2.07,"EN",20178,"2016","Bournemouth",0,"(3.5,4]"
"4160",2017-03-04,"E0","Draw",12.85,6.15,1.25,"EN",20179,"2016","Bournemouth",0,"(10,100]"
"4161",2017-03-11,"E0","Win",2.59,3.38,2.78,"EN",201710,"2016","Bournemouth",1,"(2.5,3]"
"4162",2017-03-18,"E0","Win",2.16,3.41,3.5,"EN",201711,"2016","Bournemouth",1,"(2,2.5]"
"4163",2017-04-01,"E0","Draw",5.52,3.99,1.64,"EN",201713,"2016","Bournemouth",0,"(5,10]"
"4164",2017-04-05,"E0","Draw",8.25,5.1,1.38,"EN",201714,"2016","Bournemouth",0,"(5,10]"
"4165",2017-04-08,"E0","Lost",6.2,4.02,1.58,"EN",201714,"2016","Bournemouth",0,"(5,10]"
"4166",2017-04-15,"E0","Lost",10.98,6.14,1.26,"EN",201715,"2016","Bournemouth",0,"(10,100]"
"4167",2017-04-22,"E0","Win",1.86,3.66,4.28,"EN",201716,"2016","Bournemouth",1,"(1.5,2]"
"4168",2017-04-29,"E0","Win",2.39,3.48,2.95,"EN",201717,"2016","Bournemouth",1,"(2,2.5]"
"4169",2017-05-06,"E0","Draw",2.2,3.47,3.32,"EN",201718,"2016","Bournemouth",0,"(2,2.5]"
"4170",2017-05-13,"E0","Win",1.92,3.63,4.04,"EN",201719,"2016","Bournemouth",1,"(1.5,2]"
"4171",2017-05-21,"E0","Draw",3.95,3.67,1.92,"EN",201721,"2016","Bournemouth",0,"(3.5,4]"
"4172",2017-08-12,"E0","Lost",3.11,3.19,2.43,"EN",201732,"2017","Bournemouth",0,"(3,3.5]"
"4173",2017-08-19,"E0","Lost",1.96,3.56,3.9,"EN",201733,"2017","Bournemouth",0,"(1.5,2]"
"4174",2017-08-26,"E0","Lost",9.8,5.58,1.32,"EN",201734,"2017","Bournemouth",0,"(5,10]"
"4175",2017-09-09,"E0","Lost",8.22,5.36,1.36,"EN",201736,"2017","Bournemouth",0,"(5,10]"
"4176",2017-09-15,"E0","Win",2.14,3.34,3.66,"EN",201737,"2017","Bournemouth",1,"(2,2.5]"
"4177",2017-09-23,"E0","Lost",5.34,3.83,1.68,"EN",201738,"2017","Bournemouth",0,"(5,10]"
"4178",2017-09-30,"E0","Draw",2.78,3.36,2.53,"EN",201739,"2017","Bournemouth",0,"(2.5,3]"
"4179",2017-10-14,"E0","Lost",13.4,7.1,1.2,"EN",201741,"2017","Bournemouth",0,"(10,100]"
"4180",2017-10-21,"E0","Win",3.48,3.38,2.15,"EN",201742,"2017","Bournemouth",1,"(3,3.5]"
"4181",2017-10-28,"E0","Lost",5.35,4.14,1.62,"EN",201743,"2017","Bournemouth",0,"(5,10]"
"4182",2017-11-04,"E0","Win",4.05,3.42,1.98,"EN",201744,"2017","Bournemouth",1,"(4,5]"
"4183",2017-11-18,"E0","Win",1.82,3.42,4.85,"EN",201746,"2017","Bournemouth",1,"(1.5,2]"
"4184",2017-11-25,"E0","Draw",2.71,3.18,2.75,"EN",201747,"2017","Bournemouth",0,"(2.5,3]"
"4185",2017-11-29,"E0","Lost",1.98,3.34,4.13,"EN",201748,"2017","Bournemouth",0,"(1.5,2]"
"4186",2017-12-03,"E0","Draw",2.98,3.17,2.51,"EN",201749,"2017","Bournemouth",0,"(2.5,3]"
"4187",2017-12-09,"E0","Draw",3.89,3.41,2.01,"EN",201749,"2017","Bournemouth",0,"(3.5,4]"
"4188",2017-12-13,"E0","Lost",11.73,5.75,1.28,"EN",201750,"2017","Bournemouth",0,"(10,100]"
"4189",2017-12-17,"E0","Lost",6.27,4.52,1.5,"EN",201751,"2017","Bournemouth",0,"(5,10]"
"4190",2017-12-23,"E0","Lost",23.69,10.56,1.1,"EN",201751,"2017","Bournemouth",0,"(10,100]"
"4191",2017-12-26,"E0","Draw",2.74,3.23,2.7,"EN",201752,"2017","Bournemouth",0,"(2.5,3]"
"4192",2017-12-30,"E0","Win",2.35,3.26,3.19,"EN",201752,"2017","Bournemouth",1,"(2,2.5]"
"4193",2018-01-01,"E0","Draw",3.29,3.1,2.39,"EN",20181,"2017","Bournemouth",0,"(3,3.5]"
"4194",2018-01-14,"E0","Win",4.49,4.02,1.73,"EN",20182,"2017","Bournemouth",1,"(4,5]"
"4195",2018-01-20,"E0","Draw",3.76,3.55,2.01,"EN",20183,"2017","Bournemouth",0,"(3.5,4]"
"4196",2018-01-31,"E0","Win",10.77,5.9,1.28,"EN",20185,"2017","Bournemouth",1,"(10,100]"
"4197",2018-02-03,"E0","Win",1.91,3.58,4.12,"EN",20185,"2017","Bournemouth",1,"(1.5,2]"
"4198",2018-02-11,"E0","Lost",2.38,3.16,3.22,"EN",20186,"2017","Bournemouth",0,"(2,2.5]"
"4199",2018-02-24,"E0","Draw",2.1,3.42,3.63,"EN",20188,"2017","Bournemouth",0,"(2,2.5]"
"4200",2018-03-03,"E0","Draw",4.32,3.7,1.85,"EN",20189,"2017","Bournemouth",0,"(4,5]"
"4201",2018-03-11,"E0","Lost",6.09,4.47,1.52,"EN",201810,"2017","Bournemouth",0,"(5,10]"
"4202",2018-03-17,"E0","Win",1.84,3.54,4.56,"EN",201811,"2017","Bournemouth",1,"(1.5,2]"
"4203",2018-03-31,"E0","Draw",3.12,3.39,2.32,"EN",201813,"2017","Bournemouth",0,"(3,3.5]"
"4204",2018-04-07,"E0","Draw",2.45,3.39,2.93,"EN",201814,"2017","Bournemouth",0,"(2,2.5]"
"4205",2018-04-14,"E0","Lost",12.5,6.52,1.24,"EN",201815,"2017","Bournemouth",0,"(10,100]"
"4206",2018-04-18,"E0","Lost",4.84,3.88,1.73,"EN",201816,"2017","Bournemouth",0,"(4,5]"
"4207",2018-04-28,"E0","Lost",4.88,3.9,1.71,"EN",201817,"2017","Bournemouth",0,"(4,5]"
"4208",2018-05-05,"E0","Win",2.1,3.5,3.54,"EN",201818,"2017","Bournemouth",1,"(2,2.5]"
"4209",2018-05-13,"E0","Win",3.37,3.42,2.18,"EN",201819,"2017","Bournemouth",1,"(3,3.5]"
"4210",2011-07-17,"D2","Win",2.66,3.23,2.51,"DE",201129,"2010","Braunschweig",1,"(2.5,3]"
"4211",2011-07-24,"D2","Win",3.26,3.32,2.09,"DE",201130,"2010","Braunschweig",1,"(3,3.5]"
"4212",2011-08-07,"D2","Lost",2.49,3.25,2.68,"DE",201132,"2011","Braunschweig",0,"(2,2.5]"
"4213",2011-08-12,"D2","Win",3.14,3.35,2.16,"DE",201132,"2011","Braunschweig",1,"(3,3.5]"
"4214",2011-08-20,"D2","Draw",1.74,3.49,4.53,"DE",201134,"2011","Braunschweig",0,"(1.5,2]"
"4215",2011-08-28,"D2","Win",2.37,3.29,2.8,"DE",201135,"2011","Braunschweig",1,"(2,2.5]"
"4216",2011-09-09,"D2","Draw",2.89,3.27,2.33,"DE",201136,"2011","Braunschweig",0,"(2.5,3]"
"4217",2011-09-17,"D2","Win",2.04,3.32,3.41,"DE",201138,"2011","Braunschweig",1,"(2,2.5]"
"4218",2011-09-23,"D2","Draw",2.35,3.3,2.85,"DE",201138,"2011","Braunschweig",0,"(2,2.5]"
"4219",2011-10-03,"D2","Draw",2.42,3.27,2.75,"DE",201140,"2011","Braunschweig",0,"(2,2.5]"
"4220",2011-10-14,"D2","Lost",2.88,3.26,2.34,"DE",201141,"2011","Braunschweig",0,"(2.5,3]"
"4221",2011-10-22,"D2","Lost",1.6,3.65,5.42,"DE",201143,"2011","Braunschweig",0,"(1.5,2]"
"4222",2011-10-31,"D2","Win",5.06,3.63,1.64,"DE",201144,"2011","Braunschweig",1,"(5,10]"
"4223",2011-11-04,"D2","Lost",1.8,3.51,4.19,"DE",201144,"2011","Braunschweig",0,"(1.5,2]"
"4224",2011-11-18,"D2","Lost",2.7,3.25,2.49,"DE",201146,"2011","Braunschweig",0,"(2.5,3]"
"4225",2011-11-27,"D2","Win",2.15,3.28,3.17,"DE",201148,"2011","Braunschweig",1,"(2,2.5]"
"4226",2011-12-02,"D2","Win",2.47,3.28,2.7,"DE",201148,"2011","Braunschweig",1,"(2,2.5]"
"4227",2011-12-09,"D2","Lost",3.01,3.32,2.25,"DE",201149,"2011","Braunschweig",0,"(3,3.5]"
"4228",2011-12-18,"D2","Draw",1.79,3.4,4.29,"DE",201151,"2011","Braunschweig",0,"(1.5,2]"
"4229",2012-02-05,"D2","Lost",5.8,3.78,1.54,"DE",20126,"2011","Braunschweig",0,"(5,10]"
"4230",2012-02-11,"D2","Draw",1.61,3.72,5.17,"DE",20126,"2011","Braunschweig",0,"(1.5,2]"
"4231",2012-02-20,"D2","Draw",2.36,3.16,2.9,"DE",20128,"2011","Braunschweig",0,"(2,2.5]"
"4232",2012-02-26,"D2","Draw",4.19,3.46,1.79,"DE",20129,"2011","Braunschweig",0,"(4,5]"
"4233",2012-03-04,"D2","Win",1.72,3.43,4.69,"DE",201210,"2011","Braunschweig",1,"(1.5,2]"
"4234",2012-03-11,"D2","Draw",2.83,3.17,2.39,"DE",201211,"2011","Braunschweig",0,"(2.5,3]"
"4235",2012-03-16,"D2","Draw",1.7,3.64,4.65,"DE",201211,"2011","Braunschweig",0,"(1.5,2]"
"4236",2012-03-24,"D2","Draw",5.29,3.81,1.58,"DE",201212,"2011","Braunschweig",0,"(5,10]"
"4237",2012-03-30,"D2","Draw",1.97,3.41,3.63,"DE",201213,"2011","Braunschweig",0,"(1.5,2]"
"4238",2012-04-07,"D2","Draw",2.86,3.21,2.4,"DE",201214,"2011","Braunschweig",0,"(2.5,3]"
"4239",2012-04-10,"D2","Draw",3.57,3.34,2.01,"DE",201215,"2011","Braunschweig",0,"(3.5,4]"
"4240",2012-04-13,"D2","Lost",3.01,3.32,2.26,"DE",201215,"2011","Braunschweig",0,"(3,3.5]"
"4241",2012-04-20,"D2","Draw",2.12,3.27,3.32,"DE",201216,"2011","Braunschweig",0,"(2,2.5]"
"4242",2012-04-29,"D2","Lost",3.48,3.31,2.02,"DE",201218,"2011","Braunschweig",0,"(3,3.5]"
"4243",2012-05-06,"D2","Win",2.01,3.36,3.43,"DE",201219,"2011","Braunschweig",1,"(2,2.5]"
"4244",2012-08-05,"D2","Win",2.47,3.18,2.75,"DE",201232,"2012","Braunschweig",1,"(2,2.5]"
"4245",2012-08-12,"D2","Win",3.23,3.25,2.15,"DE",201233,"2012","Braunschweig",1,"(3,3.5]"
"4246",2012-08-24,"D2","Win",1.86,3.42,3.98,"DE",201234,"2012","Braunschweig",1,"(1.5,2]"
"4247",2012-09-01,"D2","Win",2.52,3.22,2.66,"DE",201235,"2012","Braunschweig",1,"(2.5,3]"
"4248",2012-09-15,"D2","Win",1.44,3.99,7.3,"DE",201237,"2012","Braunschweig",1,"(1,1.5]"
"4249",2012-09-23,"D2","Draw",3,3.26,2.27,"DE",201239,"2012","Braunschweig",0,"(2.5,3]"
"4250",2012-09-26,"D2","Win",1.48,3.92,6.74,"DE",201239,"2012","Braunschweig",1,"(1,1.5]"
"4251",2012-09-30,"D2","Draw",3.07,3.25,2.24,"DE",201240,"2012","Braunschweig",0,"(3,3.5]"
"4252",2012-10-06,"D2","Win",1.57,3.73,5.87,"DE",201240,"2012","Braunschweig",1,"(1.5,2]"
"4253",2012-10-20,"D2","Win",2.29,3.26,3,"DE",201242,"2012","Braunschweig",1,"(2,2.5]"
"4254",2012-10-27,"D2","Draw",2.23,3.24,3.11,"DE",201243,"2012","Braunschweig",0,"(2,2.5]"
"4255",2012-11-02,"D2","Win",1.28,5.14,10.64,"DE",201244,"2012","Braunschweig",1,"(1,1.5]"
"4256",2012-11-09,"D2","Draw",2.01,3.31,3.64,"DE",201245,"2012","Braunschweig",0,"(2,2.5]"
"4257",2012-11-17,"D2","Win",1.57,3.7,5.83,"DE",201246,"2012","Braunschweig",1,"(1.5,2]"
"4258",2012-11-24,"D2","Lost",2.56,3.19,2.69,"DE",201247,"2012","Braunschweig",0,"(2.5,3]"
"4259",2012-11-28,"D2","Win",1.85,3.42,4.08,"DE",201248,"2012","Braunschweig",1,"(1.5,2]"
"4260",2012-12-02,"D2","Win",2.22,3.26,3.08,"DE",201249,"2012","Braunschweig",1,"(2,2.5]"
"4261",2012-12-10,"D2","Draw",2.82,3.21,2.42,"DE",201250,"2012","Braunschweig",0,"(2.5,3]"
"4262",2012-12-17,"D2","Win",1.7,3.56,4.72,"DE",201251,"2012","Braunschweig",1,"(1.5,2]"
"4263",2013-02-02,"D2","Win",2.17,3.28,3.22,"DE",20135,"2012","Braunschweig",1,"(2,2.5]"
"4264",2013-02-08,"D2","Draw",1.66,3.58,5.26,"DE",20136,"2012","Braunschweig",0,"(1.5,2]"
"4265",2013-02-15,"D2","Win",1.85,3.41,4.22,"DE",20137,"2012","Braunschweig",1,"(1.5,2]"
"4266",2013-02-24,"D2","Lost",1.86,3.37,4.09,"DE",20138,"2012","Braunschweig",0,"(1.5,2]"
"4267",2013-03-04,"D2","Lost",2.15,3.24,3.32,"DE",20139,"2012","Braunschweig",0,"(2,2.5]"
"4268",2013-03-11,"D2","Draw",2.23,3.2,3.17,"DE",201310,"2012","Braunschweig",0,"(2,2.5]"
"4269",2013-03-16,"D2","Win",2.29,3.25,3.03,"DE",201311,"2012","Braunschweig",1,"(2,2.5]"
"4270",2013-03-28,"D2","Win",1.67,3.69,5.01,"DE",201313,"2012","Braunschweig",1,"(1.5,2]"
"4271",2013-04-08,"D2","Lost",4.38,3.42,1.8,"DE",201314,"2012","Braunschweig",0,"(4,5]"
"4272",2013-04-12,"D2","Win",1.96,3.33,3.87,"DE",201315,"2012","Braunschweig",1,"(1.5,2]"
"4273",2013-04-21,"D2","Draw",1.51,3.85,6.45,"DE",201316,"2012","Braunschweig",0,"(1.5,2]"
"4274",2013-04-26,"D2","Win",2.38,3.2,2.96,"DE",201317,"2012","Braunschweig",1,"(2,2.5]"
"4275",2013-05-06,"D2","Draw",1.7,3.54,4.9,"DE",201318,"2012","Braunschweig",0,"(1.5,2]"
"4276",2013-05-12,"D2","Lost",3.88,3.4,1.91,"DE",201319,"2012","Braunschweig",0,"(3.5,4]"
"4277",2013-05-19,"D2","Draw",1.95,3.48,3.6,"DE",201320,"2012","Braunschweig",0,"(1.5,2]"
"4278",2013-08-10,"D1","Lost",2.83,3.34,2.44,"DE",201332,"2013","Braunschweig",0,"(2.5,3]"
"4279",2013-08-18,"D1","Lost",18.16,7.88,1.14,"DE",201333,"2013","Braunschweig",0,"(10,100]"
"4280",2013-08-25,"D1","Lost",2.79,3.28,2.51,"DE",201334,"2013","Braunschweig",0,"(2.5,3]"
"4281",2013-08-31,"D1","Lost",4.54,3.66,1.76,"DE",201335,"2013","Braunschweig",0,"(4,5]"
"4282",2013-09-15,"D1","Draw",2.73,3.24,2.58,"DE",201337,"2013","Braunschweig",0,"(2.5,3]"
"4283",2013-09-20,"D1","Lost",8.69,4.66,1.38,"DE",201338,"2013","Braunschweig",0,"(5,10]"
"4284",2013-09-29,"D1","Lost",3.67,3.48,1.99,"DE",201339,"2013","Braunschweig",0,"(3.5,4]"
"4285",2013-10-05,"D1","Win",10.26,5.51,1.28,"DE",201340,"2013","Braunschweig",1,"(10,100]"
"4286",2013-10-19,"D1","Lost",4.88,3.7,1.71,"DE",201342,"2013","Braunschweig",0,"(4,5]"
"4287",2013-10-26,"D1","Lost",5.67,3.99,1.57,"DE",201343,"2013","Braunschweig",0,"(5,10]"
"4288",2013-11-02,"D1","Win",6.73,4.17,1.48,"DE",201344,"2013","Braunschweig",1,"(5,10]"
"4289",2013-11-08,"D1","Draw",5.29,3.77,1.66,"DE",201345,"2013","Braunschweig",0,"(5,10]"
"4290",2013-11-23,"D1","Lost",2.37,3.27,3,"DE",201347,"2013","Braunschweig",0,"(2,2.5]"
"4291",2013-11-30,"D1","Lost",33.2,11.62,1.06,"DE",201348,"2013","Braunschweig",0,"(10,100]"
"4292",2013-12-08,"D1","Lost",3.58,3.32,2.09,"DE",201349,"2013","Braunschweig",0,"(3.5,4]"
"4293",2013-12-14,"D1","Lost",6.71,4.09,1.5,"DE",201350,"2013","Braunschweig",0,"(5,10]"
"4294",2013-12-21,"D1","Win",3.95,3.52,1.91,"DE",201351,"2013","Braunschweig",1,"(3.5,4]"
"4295",2014-01-26,"D1","Draw",4.26,3.56,1.84,"DE",20144,"2013","Braunschweig",0,"(4,5]"
