"Date","Div","Home","Away","Season","Res","AvgH","AvgD","AvgA","Date_Stryktipset","Matchnr"
"2017-05-14","D2","Union Berlin","Heidenheim",2016,"A",1.5,4.12,6.19,"",NA
"2017-05-14","D2","Wurzburger Kickers","Sandhausen",2016,"A",2.03,3.12,3.88,"",NA
"2017-05-14","E0","Crystal Palace","Hull",2016,"H",2.06,3.5,3.68,"",NA
"2017-05-14","E0","Tottenham","Man United",2016,"H",1.7,3.85,5.14,"",NA
"2017-05-14","E0","West Ham","Liverpool",2016,"A",5.26,3.94,1.67,"",NA
"2017-05-15","Allsvenskan","Djurgarden","Goteborg",2017,"H",2.03,3.44,3.51,"",NA
"2017-05-15","E0","Chelsea","Watford",2016,"H",1.24,6.54,12.61,"",NA
"2017-05-16","Allsvenskan","Norrkoping","Kalmar",2017,"H",1.35,5.07,7.84,"",NA
"2017-05-16","E0","Arsenal","Sunderland",2016,"H",1.09,11.35,26.47,"",NA
"2017-05-16","E0","Man City","West Brom",2016,"H",1.13,9.1,22.37,"",NA
"2017-05-17","Allsvenskan","Hacken","Halmstad",2017,"H",1.35,5.02,7.99,"",NA
"2017-05-17","Allsvenskan","Hammarby","Malmo FF",2017,"D",3.42,3.44,2.07,"",NA
"2017-05-17","Allsvenskan","Orebro","Sundsvall",2017,"A",1.83,3.57,4.2,"",NA
"2017-05-17","Allsvenskan","Ostersunds","Sirius",2017,"D",1.75,3.75,4.38,"",NA
"2017-05-17","E0","Southampton","Man United",2016,"D",2.67,3.27,2.75,"",NA
"2017-05-18","Allsvenskan","Elfsborg","AFC Eskilstuna",2017,"H",1.35,5.22,7.6,"",NA
"2017-05-18","Allsvenskan","Jonkopings","Djurgarden",2017,"D",3.22,3.12,2.3,"",NA
"2017-05-18","E0","Leicester","Tottenham",2016,"A",4.29,3.69,1.85,"",NA
"2017-05-20","Allsvenskan","Ostersunds","Kalmar",2017,"H",1.35,4.94,8.39,"",NA
"2017-05-20","Allsvenskan","Halmstad","Orebro",2017,"D",2.24,3.33,3.14,"",NA
"2017-05-20","D1","Bayern Munich","Freiburg",2016,"H",1.18,7.81,13.65,"",NA
"2017-05-20","D1","Dortmund","Werder Bremen",2016,"H",1.2,7.57,11.32,"",NA
"2017-05-20","D1","Ein Frankfurt","RB Leipzig",2016,"D",3.76,3.73,1.93,"",NA
"2017-05-20","D1","FC Koln","Mainz",2016,"H",1.62,4.11,5.33,"",NA
"2017-05-20","D1","Hamburg","Wolfsburg",2016,"H",2.62,3.33,2.69,"",NA
"2017-05-20","D1","Hertha","Leverkusen",2016,"A",2.02,3.47,3.73,"",NA
"2017-05-20","D1","Hoffenheim","Augsburg",2016,"D",1.35,5.38,7.89,"",NA
"2017-05-20","D1","Ingolstadt","Schalke 04",2016,"D",2.62,3.52,2.57,"",NA
"2017-05-20","D1","M'gladbach","Darmstadt",2016,"D",1.34,5.4,8.51,"",NA
"2017-05-21","Allsvenskan","AFC Eskilstuna","Hacken",2017,"D",5.68,4.15,1.54,"",NA
"2017-05-21","Allsvenskan","Sirius","Hammarby",2017,"D",2.09,3.35,3.45,"",NA
"2017-05-21","Allsvenskan","Malmo FF","Norrkoping",2017,"A",1.68,3.93,4.69,"",NA
"2017-05-21","D2","Bochum","St Pauli",2016,"A",2.44,3.25,2.8,"",NA
"2017-05-21","D2","Braunschweig","Karlsruhe",2016,"H",1.3,5.16,9.12,"",NA
"2017-05-21","D2","Dresden","Bielefeld",2016,"D",3.05,3.49,2.19,"",NA
"2017-05-21","D2","Fortuna Dusseldorf","Erzgebirge Aue",2016,"H",3.86,1.74,3.91,"",NA
"2017-05-21","D2","Greuther Furth","Union Berlin",2016,"A",2.17,3.35,3.19,"",NA
"2017-05-21","D2","Heidenheim","Munich 1860",2016,"H",3.88,3.5,1.9,"",NA
"2017-05-21","D2","Kaiserslautern","Nurnberg",2016,"H",1.73,3.55,4.72,"",NA
"2017-05-21","D2","Sandhausen","Hannover",2016,"D",5.15,3.7,1.64,"",NA
"2017-05-21","D2","Stuttgart","Wurzburger Kickers",2016,"H",1.35,4.85,8.06,"",NA
"2017-05-21","E0","Arsenal","Everton",2016,"H",1.42,4.96,7.29,"",NA
"2017-05-21","E0","Burnley","West Ham",2016,"A",2.38,3.4,3.02,"",NA
"2017-05-21","E0","Chelsea","Sunderland",2016,"H",1.15,8.17,19.89,"",NA
"2017-05-21","E0","Hull","Tottenham",2016,"A",6.09,4.4,1.53,"",NA
"2017-05-21","E0","Leicester","Bournemouth",2016,"D",1.92,3.67,3.95,"",NA
"2017-05-21","E0","Liverpool","Middlesbrough",2016,"H",1.12,8.61,26.64,"",NA
"2017-05-21","E0","Man United","Crystal Palace",2016,"H",2.48,3.31,2.94,"",NA
"2017-05-21","E0","Southampton","Stoke",2016,"A",1.77,3.79,4.6,"",NA
"2017-05-21","E0","Swansea","West Brom",2016,"H",2.06,3.51,3.63,"",NA
"2017-05-21","E0","Watford","Man City",2016,"A",10.78,5.9,1.28,"",NA
"2017-05-22","Allsvenskan","Djurgarden","AIK",2017,"A",2.02,3.32,3.7,"",NA
"2017-05-22","Allsvenskan","Elfsborg","Jonkopings",2017,"H",1.87,3.64,3.93,"",NA
"2017-05-22","Allsvenskan","Sundsvall","Goteborg",2017,"A",4.44,3.63,1.77,"",NA
"2017-05-27","Allsvenskan","Djurgarden","AFC Eskilstuna",2017,"H",1.27,5.73,9.99,"",NA
"2017-05-27","Allsvenskan","Kalmar","Sundsvall",2017,"H",1.93,3.38,3.99,"",NA
"2017-05-27","Allsvenskan","Norrkoping","Halmstad",2017,"H",1.34,5.08,8.22,"",NA
"2017-05-28","Allsvenskan","Hammarby","Jonkopings",2017,"D",1.86,3.35,4.38,"",NA
"2017-05-28","Allsvenskan","Goteborg","Elfsborg",2017,"D",1.77,3.86,4.13,"",NA
"2017-05-29","Allsvenskan","AIK","Malmo FF",2017,"A",2.89,3.12,2.5,"",NA
"2017-05-29","Allsvenskan","Hacken","Ostersunds",2017,"A",2.36,3.37,2.89,"",NA
"2017-05-29","Allsvenskan","Orebro","Sirius",2017,"H",2.54,3.23,2.77,"",NA
"2017-06-01","Allsvenskan","Norrkoping","AIK",2017,"D",1.93,3.49,3.85,"",NA
"2017-06-02","Allsvenskan","Elfsborg","Hacken",2017,"H",2.26,3.52,2.95,"",NA
"2017-06-03","Allsvenskan","Kalmar","Orebro",2017,"A",1.95,3.51,3.73,"",NA
"2017-06-03","Allsvenskan","Ostersunds","Sundsvall",2017,"H",1.28,5.41,10.43,"",NA
"2017-06-03","Allsvenskan","Jonkopings","Malmo FF",2017,"A",5.03,3.67,1.68,"",NA
"2017-06-04","Allsvenskan","AFC Eskilstuna","AIK",2017,"A",5.99,3.69,1.6,"",NA
"2017-06-04","Allsvenskan","Hammarby","Djurgarden",2017,"H",3.49,3.34,2.09,"",NA
"2017-06-04","Allsvenskan","Norrkoping","Goteborg",2017,"H",2.12,3.45,3.29,"",NA
"2017-06-04","Allsvenskan","Sirius","Halmstad",2017,"H",1.71,3.7,4.75,"",NA
"2017-07-01","Allsvenskan","Malmo FF","AFC Eskilstuna",2017,"H",1.13,8.38,18.72,"",NA
"2017-07-01","Allsvenskan","Sundsvall","Sirius",2017,"A",2.86,3.17,2.5,"",NA
"2017-07-01","Allsvenskan","Halmstad","Elfsborg",2017,"D",3.12,3.45,2.21,"",NA
"2017-07-02","Allsvenskan","Jonkopings","Goteborg",2017,"A",3.21,3.2,2.27,"",NA
"2017-07-02","Allsvenskan","AIK","Ostersunds",2017,"D",2.21,3.19,3.35,"",NA
"2017-07-02","Allsvenskan","Orebro","Norrkoping",2017,"H",3.66,3.67,1.93,"",NA
"2017-07-03","Allsvenskan","Djurgarden","Kalmar",2017,"H",1.37,4.61,8.49,"",NA
"2017-07-03","Allsvenskan","Hacken","Hammarby",2017,"H",1.8,3.66,4.28,"",NA
"2017-07-08","Allsvenskan","Hammarby","Orebro",2017,"H",1.66,3.87,4.94,"",NA
"2017-07-08","Allsvenskan","Sirius","AFC Eskilstuna",2017,"H",1.47,4.34,6.58,"",NA
"2017-07-08","Allsvenskan","Hacken","Malmo FF",2017,"A",2.84,3.28,2.45,"",NA
"2017-07-09","Allsvenskan","Norrkoping","Elfsborg",2017,"A",1.77,3.88,4.17,"",NA
"2017-07-09","Allsvenskan","Kalmar","AIK",2017,"A",4.34,3.46,1.83,"",NA
"2017-07-09","Allsvenskan","Ostersunds","Jonkopings",2017,"D",1.46,4.15,7.13,"",NA
"2017-07-10","Allsvenskan","Djurgarden","Sundsvall",2017,"H",1.32,5.16,9.25,"",NA
"2017-07-10","Allsvenskan","Goteborg","Halmstad",2017,"D",1.49,4.2,6.52,"",NA
"2017-07-15","Allsvenskan","AFC Eskilstuna","Kalmar",2017,"H",2.68,3.21,2.62,"",NA
"2017-07-15","Allsvenskan","Malmo FF","Sirius",2017,"D",1.47,4.35,6.62,"",NA
"2017-07-15","Allsvenskan","Sundsvall","Halmstad",2017,"H",2.32,3.23,3.09,"",NA
"2017-07-16","Allsvenskan","Orebro","Goteborg",2017,"H",3.25,3.48,2.13,"",NA
"2017-07-16","Allsvenskan","AIK","Norrkoping",2017,"H",1.96,3.45,3.77,"",NA
"2017-07-16","Allsvenskan","Ostersunds","Djurgarden",2017,"H",2.66,3.33,2.58,"",NA
"2017-07-17","Allsvenskan","Elfsborg","Hammarby",2017,"H",1.89,3.75,3.74,"",NA
"2017-07-17","Allsvenskan","Jonkopings","Hacken",2017,"A",3.14,3.22,2.3,"",NA
"2017-07-22","Allsvenskan","Halmstad","Sundsvall",2017,"D",1.98,3.33,3.87,"",NA
"2017-07-22","Allsvenskan","Malmo FF","Jonkopings",2017,"H",1.33,4.94,9.19,"",NA
"2017-07-22","Allsvenskan","Sirius","Hacken",2017,"D",2.71,3.29,2.54,"",NA
"2017-07-23","Allsvenskan","Djurgarden","Ostersunds",2017,"H",1.85,3.53,4.19,"",NA
"2017-07-23","Allsvenskan","Goteborg","Orebro",2017,"D",1.65,3.96,4.86,"",NA
"2017-07-23","Allsvenskan","Kalmar","AFC Eskilstuna",2017,"H",1.75,3.6,4.65,"",NA
"2017-07-24","Allsvenskan","Hammarby","Elfsborg",2017,"H",2.37,3.5,2.8,"",NA
"2017-07-28","D2","Bochum","St Pauli",2016,"A",2.4,3.24,2.89,"",NA
"2017-07-29","Allsvenskan","Elfsborg","Sirius",2017,"A",1.6,4.16,5.09,"",NA
"2017-07-29","Allsvenskan","Jonkopings","Hammarby",2017,"H",2.85,3.15,2.53,"",NA
"2017-07-29","Allsvenskan","Sundsvall","Malmo FF",2017,"A",6.93,4.36,1.45,"",NA
"2017-07-29","D2","Bielefeld","Regensburg",2016,"H",2.04,3.31,3.56,"",NA
"2017-07-29","D2","Darmstadt","Greuther Furth",2016,"H",2.11,3.24,3.47,"",NA
"2017-07-29","D2","Ingolstadt","Union Berlin",2016,"A",2.14,3.26,3.35,"",NA
"2017-07-30","Allsvenskan","Goteborg","Norrkoping",2017,"H",2.26,3.42,3.02,"",NA
"2017-07-30","Allsvenskan","Ostersunds","Halmstad",2017,"D",1.47,4.29,6.64,"",NA
"2017-07-30","Allsvenskan","AIK","Kalmar",2017,"A",1.52,3.94,6.6,"",NA
"2017-07-30","D2","Dresden","Duisburg",2016,"H",2.13,3.28,3.36,"",NA
"2017-07-30","D2","Holstein Kiel","Sandhausen",2016,"D",2.11,3.18,3.53,"",NA
"2017-07-30","D2","Nurnberg","Kaiserslautern",2016,"H",2.18,3.2,3.32,"",NA
"2017-07-31","Allsvenskan","AFC Eskilstuna","Djurgarden",2017,"A",6.98,4.51,1.43,"",NA
"2017-07-31","Allsvenskan","Hacken","Orebro",2017,"D",1.68,3.91,4.72,"",NA
"2017-07-31","D2","Fortuna Dusseldorf","Braunschweig",2016,"D",2.41,3.15,2.93,"",NA
"2017-08-04","D2","Kaiserslautern","Darmstadt",2017,"D",2.69,3.03,2.72,"",NA
"2017-08-04","D2","Sandhausen","Ingolstadt",2017,"H",3.23,3.12,2.28,"",NA
"2017-08-04","D2","Union Berlin","Holstein Kiel",2017,"H",1.77,3.52,4.52,"",NA
"2017-08-04","E1","Nott'm Forest","Millwall",2017,"H",2.01,3.42,3.8,"",NA
"2017-08-04","E1","Sunderland","Derby",2017,"D",2.61,3.16,2.84,"",NA
"2017-08-05","Allsvenskan","Halmstad","Jonkopings",2017,"H",2.32,3.12,3.21,"",NA
"2017-08-05","Allsvenskan","Orebro","Elfsborg",2017,"D",2.57,3.52,2.56,"",NA
"2017-08-05","D2","Braunschweig","Heidenheim",2017,"H",2.04,3.26,3.63,"",NA
"2017-08-05","D2","Duisburg","Bochum",2017,"D",2.4,3.21,2.92,"",NA
"2017-08-05","E1","Aston Villa","Hull",2017,"D",2.05,3.3,3.78,"",NA
"2017-08-05","E1","Bristol City","Barnsley",2017,"H",1.83,3.65,4.26,"",NA
"2017-08-05","E1","Burton","Cardiff",2017,"A",3.02,3.17,2.44,"",NA
"2017-08-05","E1","Fulham","Norwich",2017,"D",2.03,3.6,3.51,"",NA
"2017-08-05","E1","Ipswich","Birmingham",2017,"H",2.44,3.19,3.02,"",NA
"2017-08-05","E1","Preston","Sheffield Weds",2017,"H",2.92,3.18,2.5,"",NA
"2017-08-05","E1","QPR","Reading",2017,"H",2.42,3.28,2.96,"",NA
"2017-08-05","E1","Sheffield United","Brentford",2017,"H",2.15,3.53,3.25,"",NA
"2017-08-05","E1","Wolves","Middlesbrough",2017,"H",2.57,3.16,2.85,"",NA
"2017-08-06","Allsvenskan","Hammarby","Hacken",2017,"A",2.4,3.25,2.94,"",NA
"2017-08-06","Allsvenskan","Kalmar","Goteborg",2017,"H",2.74,3.25,2.56,"",NA
"2017-08-06","Allsvenskan","Sundsvall","Ostersunds",2017,"D",3.84,3.51,1.93,"",NA
"2017-08-06","Allsvenskan","Sirius","AIK",2017,"A",3.34,3.12,2.26,"",NA
"2017-08-06","D2","Erzgebirge Aue","Fortuna Dusseldorf",2017,"A",2.61,3.06,2.75,"",NA
"2017-08-06","D2","Greuther Furth","Bielefeld",2017,"A",2.27,3.14,3.18,"",NA
"2017-08-06","D2","Regensburg","Nurnberg",2017,"A",3.04,3.27,2.28,"",NA
"2017-08-06","E1","Bolton","Leeds",2017,"A",2.82,3.22,2.53,"",NA
"2017-08-07","Allsvenskan","Djurgarden","Malmo FF",2017,"A",3.08,3.4,2.25,"",NA
"2017-08-07","Allsvenskan","Norrkoping","AFC Eskilstuna",2017,"H",1.28,5.71,9.44,"",NA
"2017-08-07","D2","St Pauli","Dresden",2017,"D",1.91,3.38,3.92,"",NA
"2017-08-09","D2","Heidenheim","Erzgebirge Aue",2017,"H",1.93,3.22,4.12,"",NA
"2017-08-10","Allsvenskan","Goteborg","AIK",2017,"H",2.75,3.21,2.58,"",NA
"2017-08-11","Allsvenskan","Malmo FF","Kalmar",2017,"H",1.36,4.77,8.55,"",NA
"2017-08-11","E0","Arsenal","Leicester",2017,"H",1.51,4.43,6.44,"",NA
"2017-08-12","Allsvenskan","Halmstad","Sirius",2017,"A",2.37,3.29,2.97,"",NA
"2017-08-12","E0","Brighton","Man City",2017,"A",10.1,5.25,1.32,"",NA
"2017-08-12","E0","Chelsea","Burnley",2017,"A",1.24,6.06,13.67,"",NA
"2017-08-12","E0","Crystal Palace","Huddersfield",2017,"A",1.81,3.5,4.82,"",NA
"2017-08-12","E0","Everton","Stoke",2017,"H",1.69,3.69,5.5,"",NA
"2017-08-12","E0","Southampton","Swansea",2017,"D",1.61,3.84,5.98,"",NA
"2017-08-12","E0","Watford","Liverpool",2017,"D",5.75,4.06,1.6,"",NA
"2017-08-12","E0","West Brom","Bournemouth",2017,"H",2.43,3.19,3.11,"",NA
"2017-08-12","E1","Barnsley","Ipswich",2017,"A",2.47,3.2,2.92,"",NA
"2017-08-12","E1","Birmingham","Bristol City",2017,"H",2.49,3.25,2.87,"",NA
"2017-08-12","E1","Brentford","Nott'm Forest",2017,"A",1.83,3.72,4.14,"",NA
"2017-08-12","E1","Cardiff","Aston Villa",2017,"H",2.6,3.08,2.87,"",NA
"2017-08-12","E1","Derby","Wolves",2017,"A",2.33,3.1,3.28,"",NA
"2017-08-12","E1","Hull","Burton",2017,"H",1.63,3.76,5.59,"",NA
"2017-08-12","E1","Leeds","Preston",2017,"D",2.04,3.34,3.76,"",NA
"2017-08-12","E1","Middlesbrough","Sheffield United",2017,"H",1.87,3.36,4.5,"",NA
"2017-08-12","E1","Millwall","Bolton",2017,"D",2.02,3.35,3.79,"",NA
"2017-08-12","E1","Reading","Fulham",2017,"D",3.46,3.59,2.05,"",NA
"2017-08-12","E1","Sheffield Weds","QPR",2017,"D",1.81,3.5,4.56,"",NA
"2017-08-13","Allsvenskan","AIK","AFC Eskilstuna",2017,"D",1.25,5.64,12.02,"",NA
"2017-08-13","Allsvenskan","Hammarby","Ostersunds",2017,"D",2.75,3.15,2.61,"",NA
"2017-08-13","Allsvenskan","Jonkopings","Orebro",2017,"A",2.41,3.28,2.91,"",NA
"2017-08-13","Allsvenskan","Norrkoping","Djurgarden",2017,"A",2.65,3.39,2.57,"",NA
"2017-08-13","E0","Man United","West Ham",2017,"H",1.31,5.29,10.74,"",NA
"2017-08-13","E0","Newcastle","Tottenham",2017,"A",5.16,3.87,1.69,"",NA
"2017-08-13","E1","Norwich","Sunderland",2017,"A",1.82,3.64,4.31,"",NA
"2017-08-14","Allsvenskan","Elfsborg","Goteborg",2017,"A",2.02,3.59,3.45,"",NA
"2017-08-14","Allsvenskan","Hacken","Sundsvall",2017,"H",1.54,4.06,6.03,"",NA
"2017-08-15","E1","Barnsley","Nott'm Forest",2017,"H",2.76,3.38,2.52,"",NA
"2017-08-15","E1","Birmingham","Bolton",2017,"D",1.89,3.36,4.38,"",NA
"2017-08-15","E1","Brentford","Bristol City",2017,"D",2.02,3.72,3.42,"",NA
"2017-08-15","E1","Cardiff","Sheffield United",2017,"H",1.88,3.46,4.29,"",NA
"2017-08-15","E1","Derby","Preston",2017,"H",1.98,3.35,4,"",NA
"2017-08-15","E1","Hull","Wolves",2017,"A",2.58,3.16,2.86,"",NA
"2017-08-15","E1","Leeds","Fulham",2017,"D",2.46,3.37,2.85,"",NA
"2017-08-15","E1","Middlesbrough","Burton",2017,"H",1.46,4.28,7.44,"",NA
"2017-08-15","E1","Millwall","Ipswich",2017,"A",2.05,3.28,3.83,"",NA
"2017-08-15","E1","Reading","Aston Villa",2017,"H",2.8,3.1,2.67,"",NA
"2017-08-16","E1","Norwich","QPR",2017,"H",1.81,3.7,4.27,"",NA
"2017-08-16","E1","Sheffield Weds","Sunderland",2017,"D",2.11,3.31,3.58,"",NA
"2017-08-18","Allsvenskan","Jonkopings","Elfsborg",2017,"D",3.32,3.39,2.15,"",NA
"2017-08-18","D1","Bayern Munich","Leverkusen",2017,"H",1.25,6.24,11.47,"",NA
"2017-08-18","D2","Braunschweig","Erzgebirge Aue",2017,"D",1.76,3.49,4.65,"",NA
"2017-08-18","D2","Darmstadt","St Pauli",2017,"H",2.52,3.14,2.82,"",NA
"2017-08-18","E1","Burton","Birmingham",2017,"H",2.92,3.11,2.58,"",NA
"2017-08-19","Allsvenskan","AFC Eskilstuna","Malmo FF",2017,"H",7.97,4.74,1.38,"",NA
"2017-08-19","D1","Hamburg","Augsburg",2017,"H",2.14,3.28,3.54,"",NA
"2017-08-19","D1","Hertha","Stuttgart",2017,"H",2.05,3.43,3.65,"",NA
"2017-08-19","D1","Hoffenheim","Werder Bremen",2017,"H",1.79,3.92,4.22,"",NA
"2017-08-19","D1","Mainz","Hannover",2017,"A",1.99,3.4,3.92,"",NA
"2017-08-19","D1","Schalke 04","RB Leipzig",2017,"H",2.78,3.34,2.54,"",NA
"2017-08-19","D1","Wolfsburg","Dortmund",2017,"A",4.03,3.89,1.83,"",NA
"2017-08-19","D2","Dresden","Sandhausen",2017,"A",1.99,3.29,3.75,"",NA
"2017-08-19","D2","Fortuna Dusseldorf","Kaiserslautern",2017,"H",1.94,3.28,3.91,"",NA
"2017-08-19","D2","Heidenheim","Duisburg",2017,"A",2.03,3.25,3.65,"",NA
"2017-08-19","E0","Bournemouth","Watford",2017,"A",1.96,3.56,3.9,"",NA
"2017-08-19","E0","Burnley","West Brom",2017,"A",2.56,3.1,3.02,"",NA
"2017-08-19","E0","Leicester","Brighton",2017,"H",1.73,3.7,5.06,"",NA
"2017-08-19","E0","Liverpool","Crystal Palace",2017,"H",1.37,5.02,8.86,"",NA
"2017-08-19","E0","Southampton","West Ham",2017,"H",1.73,3.74,4.96,"",NA
"2017-08-19","E0","Stoke","Arsenal",2017,"H",4.41,3.69,1.83,"",NA
"2017-08-19","E0","Swansea","Man United",2017,"A",10.48,4.89,1.35,"",NA
"2017-08-19","E1","Aston Villa","Norwich",2017,"H",2.37,3.25,3.04,"",NA
"2017-08-19","E1","Bolton","Derby",2017,"A",3.53,3.25,2.14,"",NA
"2017-08-19","E1","Bristol City","Millwall",2017,"D",1.95,3.52,3.82,"",NA
"2017-08-19","E1","Fulham","Sheffield Weds",2017,"A",1.93,3.54,3.88,"",NA
"2017-08-19","E1","Ipswich","Brentford",2017,"H",2.87,3.54,2.34,"",NA
"2017-08-19","E1","Nott'm Forest","Middlesbrough",2017,"H",3.06,3.24,2.36,"",NA
"2017-08-19","E1","Preston","Reading",2017,"H",2.21,3.3,3.28,"",NA
"2017-08-19","E1","QPR","Hull",2017,"H",2.55,3.19,2.82,"",NA
"2017-08-19","E1","Sheffield United","Barnsley",2017,"H",1.75,3.67,4.67,"",NA
"2017-08-19","E1","Sunderland","Leeds",2017,"A",2.2,3.3,3.31,"",NA
"2017-08-19","E1","Wolves","Cardiff",2017,"A",1.99,3.33,3.88,"",NA
"2017-08-20","Allsvenskan","Djurgarden","Halmstad",2017,"H",1.39,4.72,7.6,"",NA
"2017-08-20","Allsvenskan","Ostersunds","AIK",2017,"A",3.05,3.25,2.33,"",NA
"2017-08-20","Allsvenskan","Goteborg","Hacken",2017,"D",2.35,3.36,2.95,"",NA
"2017-08-20","Allsvenskan","Sirius","Norrkoping",2017,"A",2.27,3.49,2.97,"",NA
"2017-08-20","D1","Freiburg","Ein Frankfurt",2017,"D",2.48,3.22,2.93,"",NA
"2017-08-20","D1","M'gladbach","FC Koln",2017,"H",1.94,3.47,3.96,"",NA
"2017-08-20","D2","Holstein Kiel","Greuther Furth",2017,"H",2.05,3.24,3.57,"",NA
"2017-08-20","D2","Ingolstadt","Regensburg",2017,"A",1.67,3.65,4.98,"",NA
"2017-08-20","D2","Nurnberg","Union Berlin",2017,"D",2.35,3.27,2.91,"",NA
"2017-08-20","E0","Huddersfield","Newcastle",2017,"H",2.42,3.2,3.12,"",NA
"2017-08-20","E0","Tottenham","Chelsea",2017,"A",2.07,3.46,3.65,"",NA
"2017-08-21","Allsvenskan","Orebro","Hammarby",2017,"A",2.43,3.48,2.76,"",NA
"2017-08-21","Allsvenskan","Sundsvall","Kalmar",2017,"A",2.34,3.2,3.11,"",NA
"2017-08-21","D2","Bielefeld","Bochum",2017,"H",2.24,3.22,3.11,"",NA
"2017-08-21","E0","Man City","Everton",2017,"D",1.31,5.48,10.04,"",NA
"2017-08-25","D1","FC Koln","Hamburg",2017,"A",2,3.38,3.97,"",NA
"2017-08-25","D2","Duisburg","Darmstadt",2017,"A",2.45,3.18,2.88,"",NA
"2017-08-25","D2","Greuther Furth","Ingolstadt",2017,"A",2.86,3.18,2.47,"",NA
"2017-08-25","E1","Bristol City","Aston Villa",2017,"D",2.27,3.31,3.25,"",NA
"2017-08-25","E1","Hull","Bolton",2017,"H",1.75,3.65,4.85,"",NA
"2017-08-26","Allsvenskan","AFC Eskilstuna","Hammarby",2017,"D",4.33,3.71,1.78,"",NA
"2017-08-26","D1","Augsburg","M'gladbach",2017,"D",3.28,3.29,2.25,"",NA
"2017-08-26","D1","Dortmund","Hertha",2017,"H",1.37,5.06,8.1,"",NA
"2017-08-26","D1","Ein Frankfurt","Wolfsburg",2017,"A",2.27,3.29,3.25,"",NA
"2017-08-26","D1","Leverkusen","Hoffenheim",2017,"D",2.06,3.62,3.44,"",NA
"2017-08-26","D1","Stuttgart","Mainz",2017,"H",2.29,3.38,3.1,"",NA
"2017-08-26","D1","Werder Bremen","Bayern Munich",2017,"A",11.29,6.47,1.24,"",NA
"2017-08-26","D2","Erzgebirge Aue","Nurnberg",2017,"H",2.84,3.22,2.44,"",NA
"2017-08-26","D2","Regensburg","Holstein Kiel",2017,"A",2.6,3.32,2.58,"",NA
"2017-08-26","D2","St Pauli","Heidenheim",2017,"H",1.94,3.34,3.91,"",NA
"2017-08-26","E0","Bournemouth","Man City",2017,"A",9.8,5.58,1.32,"",NA
"2017-08-26","E0","Crystal Palace","Swansea",2017,"A",1.95,3.42,4.22,"",NA
"2017-08-26","E0","Huddersfield","Southampton",2017,"D",3.8,3.32,2.09,"",NA
"2017-08-26","E0","Man United","Leicester",2017,"H",1.33,5.32,9.97,"",NA
"2017-08-26","E0","Newcastle","West Ham",2017,"H",2.3,3.34,3.26,"",NA
"2017-08-26","E0","Watford","Brighton",2017,"D",1.95,3.37,4.26,"",NA
"2017-08-26","E1","Barnsley","Sunderland",2017,"H",3.44,3.52,2.08,"",NA
"2017-08-26","E1","Birmingham","Reading",2017,"A",2.14,3.27,3.55,"",NA
"2017-08-26","E1","Brentford","Wolves",2017,"D",2.4,3.45,2.85,"",NA
"2017-08-26","E1","Burton","Sheffield Weds",2017,"D",3.8,3.27,2.05,"",NA
"2017-08-26","E1","Cardiff","QPR",2017,"H",1.77,3.58,4.8,"",NA
"2017-08-26","E1","Ipswich","Fulham",2017,"A",3.34,3.57,2.1,"",NA
"2017-08-26","E1","Middlesbrough","Preston",2017,"D",1.77,3.54,4.81,"",NA
"2017-08-26","E1","Millwall","Norwich",2017,"H",2.61,3.39,2.64,"",NA
"2017-08-26","E1","Nott'm Forest","Leeds",2017,"A",2.5,3.33,2.81,"",NA
"2017-08-26","E1","Sheffield United","Derby",2017,"H",2.64,3.2,2.75,"",NA
"2017-08-27","Allsvenskan","AIK","Djurgarden",2017,"D",2.21,3.3,3.28,"",NA
"2017-08-27","Allsvenskan","Hacken","Jonkopings",2017,"H",1.59,3.91,5.72,"",NA
"2017-08-27","Allsvenskan","Kalmar","Sirius",2017,"H",2.15,3.28,3.43,"",NA
"2017-08-27","Allsvenskan","Norrkoping","Ostersunds",2017,"A",2.24,3.37,3.13,"",NA
"2017-08-27","Allsvenskan","Elfsborg","Halmstad",2017,"H",1.56,4.17,5.6,"",NA
"2017-08-27","Allsvenskan","Malmo FF","Goteborg",2017,"D",1.43,4.51,7.24,"",NA
"2017-08-27","Allsvenskan","Sundsvall","Orebro",2017,"H",2.45,3.37,2.8,"",NA
"2017-08-27","D1","Hannover","Schalke 04",2017,"H",3.27,3.44,2.2,"",NA
"2017-08-27","D1","RB Leipzig","Freiburg",2017,"H",1.35,4.96,9.07,"",NA
"2017-08-27","D2","Bochum","Dresden",2017,"H",1.94,3.46,3.69,"",NA
"2017-08-27","D2","Sandhausen","Fortuna Dusseldorf",2017,"A",2.43,3.15,2.89,"",NA
"2017-08-27","D2","Union Berlin","Bielefeld",2017,"D",1.74,3.65,4.47,"",NA
"2017-08-27","E0","Chelsea","Everton",2017,"H",1.45,4.44,7.91,"",NA
"2017-08-27","E0","Liverpool","Arsenal",2017,"H",2.14,3.6,3.36,"",NA
"2017-08-27","E0","Tottenham","Burnley",2017,"D",1.24,6.16,13.33,"",NA
"2017-08-27","E0","West Brom","Stoke",2017,"D",2.37,3.08,3.36,"",NA
"2017-08-28","D2","Kaiserslautern","Braunschweig",2017,"D",2.57,3.13,2.72,"",NA
