"","Date","Div","Res","Odds","OddsDraw","OddsOpp","Season","Team","Res_1_0","Odds_Intervall","Country"
"19351",2017-12-02,"E0","Win",1.49,4.34,6.92,"2017","Liverpool",1,"(1,1.5]","EN"
"19352",2017-12-10,"E0","Draw",1.29,5.77,10.37,"2017","Liverpool",0,"(1,1.5]","EN"
"19353",2017-12-13,"E0","Draw",1.21,6.69,13.99,"2017","Liverpool",0,"(1,1.5]","EN"
"19354",2017-12-17,"E0","Win",1.5,4.52,6.27,"2017","Liverpool",1,"(1,1.5]","EN"
"19355",2017-12-22,"E0","Draw",2.8,3.61,2.47,"2017","Liverpool",0,"(2.5,3]","EN"
"19356",2017-12-26,"E0","Win",1.16,8.14,17.92,"2017","Liverpool",1,"(1,1.5]","EN"
"19357",2017-12-30,"E0","Win",1.3,5.8,9.48,"2017","Liverpool",1,"(1,1.5]","EN"
"19358",2018-01-01,"E0","Win",1.5,4.31,6.96,"2017","Liverpool",1,"(1,1.5]","EN"
"19359",2018-01-14,"E0","Win",3.03,3.6,2.27,"2017","Liverpool",1,"(3,3.5]","EN"
"19360",2018-01-22,"E0","Lost",1.31,5.37,10.75,"2017","Liverpool",0,"(1,1.5]","EN"
"19361",2018-01-30,"E0","Win",1.31,5.46,10.65,"2017","Liverpool",1,"(1,1.5]","EN"
"19362",2018-02-04,"E0","Draw",2.08,3.69,3.44,"2017","Liverpool",0,"(2,2.5]","EN"
"19363",2018-02-11,"E0","Win",1.8,3.8,4.42,"2017","Liverpool",1,"(1.5,2]","EN"
"19364",2018-02-24,"E0","Win",1.23,6.71,12.67,"2017","Liverpool",1,"(1,1.5]","EN"
"19365",2018-03-03,"E0","Win",1.21,6.95,13.84,"2017","Liverpool",1,"(1,1.5]","EN"
"19366",2018-03-10,"E0","Lost",2.71,3.3,2.7,"2017","Liverpool",0,"(2.5,3]","EN"
"19367",2018-03-17,"E0","Win",1.19,7.39,15.4,"2017","Liverpool",1,"(1,1.5]","EN"
"19368",2018-03-31,"E0","Win",1.52,4.41,6.26,"2017","Liverpool",1,"(1.5,2]","EN"
"19369",2018-04-07,"E0","Draw",1.92,3.65,4.06,"2017","Liverpool",0,"(1.5,2]","EN"
"19370",2018-04-14,"E0","Win",1.24,6.52,12.5,"2017","Liverpool",1,"(1,1.5]","EN"
"19371",2018-04-21,"E0","Draw",1.51,4.3,6.79,"2017","Liverpool",0,"(1.5,2]","EN"
"19372",2018-04-28,"E0","Draw",1.31,5.54,9.73,"2017","Liverpool",0,"(1,1.5]","EN"
"19373",2018-05-06,"E0","Lost",3.23,3.51,2.23,"2017","Liverpool",0,"(3,3.5]","EN"
"19374",2018-05-13,"E0","Win",1.19,7.25,14.69,"2017","Liverpool",1,"(1,1.5]","EN"
"19375",2018-08-12,"E0","Win",1.25,6.22,12.3,"2018","Liverpool",1,"(1,1.5]","EN"
"19376",2018-08-20,"E0","Win",1.44,4.83,6.79,"2018","Liverpool",1,"(1,1.5]","EN"
"19377",2018-08-25,"E0","Win",1.16,8.05,18.81,"2018","Liverpool",1,"(1,1.5]","EN"
"19378",2018-09-01,"E0","Win",1.43,4.76,7.32,"2018","Liverpool",1,"(1,1.5]","EN"
"19379",2018-09-15,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19380",2018-09-22,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19381",2018-09-29,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19382",2018-10-07,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19383",2018-10-20,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19384",2018-10-27,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19385",2018-11-03,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19386",2018-11-11,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19387",2018-11-24,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19388",2018-12-01,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19389",2018-12-04,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19390",2018-12-07,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19391",2018-12-14,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19392",2018-12-21,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19393",2018-12-25,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19394",2018-12-28,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19395",2018-12-31,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19396",2019-01-11,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19397",2019-01-18,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19398",2019-01-29,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19399",2019-02-01,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19400",2019-02-08,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19401",2019-02-22,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19402",2019-02-26,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19403",2019-03-01,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19404",2019-03-08,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19405",2019-03-15,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19406",2019-03-29,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19407",2019-04-05,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19408",2019-04-12,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19409",2019-04-19,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19410",2019-04-26,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19411",2019-05-03,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19412",2019-05-11,"E0",NA,NA,NA,NA,"2018","Liverpool",NA,NA,"EN"
"19413",2014-11-06,"Allsvenskan","Lost",2.03,3.29,3.6,"2014","Ljungskile",0,"(2,2.5]","SE"
"19414",2014-11-09,"Allsvenskan","Lost",3.09,3.36,2.23,"2014","Ljungskile",0,"(3,3.5]","SE"
"19415",2018-08-05,"D2","Lost",2.26,3.16,3.2,"2018","Magdeburg",0,"(2,2.5]","DE"
"19416",2018-08-12,"D2","Draw",2.96,3.08,2.44,"2018","Magdeburg",0,"(2.5,3]","DE"
"19417",2018-08-25,"D2","Draw",3.02,3.21,2.34,"2018","Magdeburg",0,"(3,3.5]","DE"
"19418",2018-09-03,"D2","Lost",4.22,3.41,1.85,"2018","Magdeburg",0,"(4,5]","DE"
"19419",2008-08-15,"D2","Draw",1.85,3.33,3.88,"2008","Mainz",0,"(1.5,2]","DE"
"19420",2008-08-24,"D2","Win",2.82,3.23,2.3,"2008","Mainz",1,"(2.5,3]","DE"
"19421",2008-08-29,"D2","Win",1.43,3.97,7.01,"2008","Mainz",1,"(1,1.5]","DE"
"19422",2008-09-14,"D2","Draw",3.08,3.23,2.15,"2008","Mainz",0,"(3,3.5]","DE"
"19423",2008-09-19,"D2","Win",2.19,3.26,3.03,"2008","Mainz",1,"(2,2.5]","DE"
"19424",2008-09-28,"D2","Win",2.25,3.22,2.91,"2008","Mainz",1,"(2,2.5]","DE"
"19425",2008-10-06,"D2","Win",1.35,4.31,7.82,"2008","Mainz",1,"(1,1.5]","DE"
"19426",2008-10-20,"D2","Lost",2.53,3.2,2.55,"2008","Mainz",0,"(2.5,3]","DE"
"19427",2008-10-26,"D2","Draw",1.82,3.34,4.07,"2008","Mainz",0,"(1.5,2]","DE"
"19428",2008-10-29,"D2","Win",3.13,3.23,2.13,"2008","Mainz",1,"(3,3.5]","DE"
"19429",2008-11-02,"D2","Win",2.14,3.25,3.11,"2008","Mainz",1,"(2,2.5]","DE"
"19430",2008-11-09,"D2","Lost",1.38,4.17,7.78,"2008","Mainz",0,"(1,1.5]","DE"
"19431",2008-11-16,"D2","Win",2.01,3.25,3.42,"2008","Mainz",1,"(2,2.5]","DE"
"19432",2008-11-23,"D2","Draw",1.49,3.78,6.11,"2008","Mainz",0,"(1,1.5]","DE"
"19433",2008-12-01,"D2","Win",1.75,3.37,4.31,"2008","Mainz",1,"(1.5,2]","DE"
"19434",2008-12-05,"D2","Lost",1.68,3.51,4.74,"2008","Mainz",0,"(1.5,2]","DE"
"19435",2008-12-14,"D2","Lost",1.79,3.37,4.19,"2008","Mainz",0,"(1.5,2]","DE"
"19436",2009-02-02,"D2","Draw",2.98,3.22,2.22,"2008","Mainz",0,"(2.5,3]","DE"
"19437",2009-02-08,"D2","Draw",1.62,3.49,5.17,"2008","Mainz",0,"(1.5,2]","DE"
"19438",2009-02-15,"D2","Win",1.96,3.26,3.57,"2008","Mainz",1,"(1.5,2]","DE"
"19439",2009-02-20,"D2","Win",1.48,3.81,6.64,"2008","Mainz",1,"(1,1.5]","DE"
"19440",2009-02-27,"D2","Draw",3.01,3.25,2.26,"2008","Mainz",0,"(3,3.5]","DE"
"19441",2009-03-08,"D2","Draw",1.54,3.64,5.98,"2008","Mainz",0,"(1.5,2]","DE"
"19442",2009-03-16,"D2","Win",1.81,3.32,4.15,"2008","Mainz",1,"(1.5,2]","DE"
"19443",2009-03-22,"D2","Lost",1.6,3.52,5.54,"2008","Mainz",0,"(1.5,2]","DE"
"19444",2009-04-03,"D2","Win",2.91,3.22,2.31,"2008","Mainz",1,"(2.5,3]","DE"
"19445",2009-04-13,"D2","Lost",2.21,3.2,3.08,"2008","Mainz",0,"(2,2.5]","DE"
"19446",2009-04-17,"D2","Draw",1.29,4.83,9.81,"2008","Mainz",0,"(1,1.5]","DE"
"19447",2009-04-26,"D2","Win",1.86,3.31,3.98,"2008","Mainz",1,"(1.5,2]","DE"
"19448",2009-05-03,"D2","Win",1.5,3.77,6.23,"2008","Mainz",1,"(1,1.5]","DE"
"19449",2009-05-10,"D2","Lost",1.98,3.31,3.52,"2008","Mainz",0,"(1.5,2]","DE"
"19450",2009-05-13,"D2","Win",1.43,3.95,7.19,"2008","Mainz",1,"(1,1.5]","DE"
"19451",2009-05-17,"D2","Win",2.69,3.27,2.41,"2008","Mainz",1,"(2.5,3]","DE"
"19452",2009-05-24,"D2","Win",1.37,4.19,8.34,"2008","Mainz",1,"(1,1.5]","DE"
"19453",2009-08-08,"D1","Draw",3.58,3.36,1.99,"2009","Mainz",0,"(3.5,4]","DE"
"19454",2009-08-15,"D1","Draw",4.14,3.4,1.84,"2009","Mainz",0,"(4,5]","DE"
"19455",2009-08-22,"D1","Win",6.98,4.09,1.45,"2009","Mainz",1,"(5,10]","DE"
"19456",2009-08-28,"D1","Lost",3.64,3.34,2,"2009","Mainz",0,"(3.5,4]","DE"
"19457",2009-09-12,"D1","Win",2.43,3.26,2.8,"2009","Mainz",1,"(2,2.5]","DE"
"19458",2009-09-19,"D1","Win",3.38,3.33,2.09,"2009","Mainz",1,"(3,3.5]","DE"
"19459",2009-09-26,"D1","Lost",8,4.63,1.36,"2009","Mainz",0,"(5,10]","DE"
"19460",2009-10-03,"D1","Win",4.07,3.47,1.84,"2009","Mainz",1,"(4,5]","DE"
"19461",2009-10-17,"D1","Lost",3.38,3.31,2.09,"2009","Mainz",0,"(3,3.5]","DE"
"19462",2009-10-24,"D1","Win",2.07,3.3,3.41,"2009","Mainz",1,"(2,2.5]","DE"
"19463",2009-10-31,"D1","Draw",7.01,4.23,1.43,"2009","Mainz",0,"(5,10]","DE"
"19464",2009-11-07,"D1","Win",2.07,3.3,3.43,"2009","Mainz",1,"(2,2.5]","DE"
"19465",2009-11-21,"D1","Draw",5.19,3.65,1.64,"2009","Mainz",0,"(5,10]","DE"
"19466",2009-11-28,"D1","Draw",2.88,3.27,2.37,"2009","Mainz",0,"(2.5,3]","DE"
"19467",2009-12-05,"D1","Lost",3.23,3.26,2.19,"2009","Mainz",0,"(3,3.5]","DE"
"19468",2009-12-13,"D1","Draw",2.69,3.22,2.55,"2009","Mainz",0,"(2.5,3]","DE"
"19469",2009-12-18,"D1","Lost",7.59,4.14,1.44,"2009","Mainz",0,"(5,10]","DE"
"19470",2010-01-16,"D1","Lost",7.89,4.22,1.41,"2009","Mainz",0,"(5,10]","DE"
"19471",2010-01-23,"D1","Win",1.99,3.33,3.71,"2009","Mainz",1,"(1.5,2]","DE"
"19472",2010-01-30,"D1","Lost",13.77,6.33,1.19,"2009","Mainz",0,"(10,100]","DE"
"19473",2010-02-07,"D1","Win",2.17,3.26,3.29,"2009","Mainz",1,"(2,2.5]","DE"
"19474",2010-02-13,"D1","Draw",3.86,3.32,1.96,"2009","Mainz",0,"(3.5,4]","DE"
"19475",2010-02-20,"D1","Draw",2.01,3.31,3.65,"2009","Mainz",0,"(2,2.5]","DE"
"19476",2010-02-27,"D1","Lost",3.97,3.4,1.89,"2009","Mainz",0,"(3.5,4]","DE"
"19477",2010-03-07,"D1","Win",4.87,3.51,1.72,"2009","Mainz",1,"(4,5]","DE"
"19478",2010-03-13,"D1","Win",2.18,3.23,3.27,"2009","Mainz",1,"(2,2.5]","DE"
"19479",2010-03-20,"D1","Lost",2.88,3.22,2.39,"2009","Mainz",0,"(2.5,3]","DE"
"19480",2010-03-27,"D1","Lost",2.76,3.23,2.48,"2009","Mainz",0,"(2.5,3]","DE"
"19481",2010-04-03,"D1","Lost",3.61,3.31,2.01,"2009","Mainz",0,"(3.5,4]","DE"
"19482",2010-04-10,"D1","Win",3.76,3.37,1.95,"2009","Mainz",1,"(3.5,4]","DE"
"19483",2010-04-17,"D1","Win",7.56,4.23,1.41,"2009","Mainz",1,"(5,10]","DE"
"19484",2010-04-24,"D1","Draw",2.2,3.25,3.21,"2009","Mainz",0,"(2,2.5]","DE"
"19485",2010-05-01,"D1","Draw",9.05,4.97,1.31,"2009","Mainz",0,"(5,10]","DE"
"19486",2010-05-08,"D1","Draw",2.85,3.29,2.37,"2009","Mainz",0,"(2.5,3]","DE"
"19487",2010-08-22,"D1","Win",3.13,3.31,2.24,"2010","Mainz",1,"(3,3.5]","DE"
"19488",2010-08-28,"D1","Win",5.56,3.83,1.58,"2010","Mainz",1,"(5,10]","DE"
"19489",2010-09-12,"D1","Win",2.17,3.3,3.3,"2010","Mainz",1,"(2,2.5]","DE"
"19490",2010-09-18,"D1","Win",6.34,4.2,1.48,"2010","Mainz",1,"(5,10]","DE"
"19491",2010-09-21,"D1","Win",1.89,3.45,4,"2010","Mainz",1,"(1.5,2]","DE"
"19492",2010-09-25,"D1","Win",7.05,4.29,1.44,"2010","Mainz",1,"(5,10]","DE"
"19493",2010-10-02,"D1","Win",2.23,3.31,3.16,"2010","Mainz",1,"(2,2.5]","DE"
"19494",2010-10-16,"D1","Lost",2.27,3.32,3.07,"2010","Mainz",0,"(2,2.5]","DE"
"19495",2010-10-24,"D1","Win",4.24,3.56,1.82,"2010","Mainz",1,"(4,5]","DE"
"19496",2010-10-31,"D1","Lost",2.81,3.31,2.45,"2010","Mainz",0,"(2.5,3]","DE"
"19497",2010-11-06,"D1","Lost",2.43,3.28,2.85,"2010","Mainz",0,"(2,2.5]","DE"
"19498",2010-11-13,"D1","Lost",1.71,3.59,4.93,"2010","Mainz",0,"(1.5,2]","DE"
"19499",2010-11-20,"D1","Win",2.89,3.32,2.38,"2010","Mainz",1,"(2.5,3]","DE"
"19500",2010-11-26,"D1","Win",1.82,3.45,4.5,"2010","Mainz",1,"(1.5,2]","DE"
"19501",2010-12-04,"D1","Lost",3.24,3.25,2.22,"2010","Mainz",0,"(3,3.5]","DE"
"19502",2010-12-12,"D1","Lost",2.53,3.27,2.72,"2010","Mainz",0,"(2.5,3]","DE"
"19503",2010-12-18,"D1","Win",2.78,3.25,2.51,"2010","Mainz",1,"(2.5,3]","DE"
"19504",2011-01-15,"D1","Lost",3.82,3.43,1.95,"2010","Mainz",0,"(3.5,4]","DE"
"19505",2011-01-22,"D1","Lost",2.3,3.28,3.08,"2010","Mainz",0,"(2,2.5]","DE"
"19506",2011-01-29,"D1","Win",3.21,3.29,2.2,"2010","Mainz",1,"(3,3.5]","DE"
"19507",2011-02-05,"D1","Draw",2.36,3.36,2.89,"2010","Mainz",0,"(2,2.5]","DE"
"19508",2011-02-13,"D1","Lost",2.89,3.29,2.38,"2010","Mainz",0,"(2.5,3]","DE"
"19509",2011-02-19,"D1","Lost",5.09,3.92,1.63,"2010","Mainz",0,"(5,10]","DE"
"19510",2011-02-26,"D1","Win",3.55,3.4,2.04,"2010","Mainz",1,"(3.5,4]","DE"
"19511",2011-03-06,"D1","Win",4.11,3.43,1.87,"2010","Mainz",1,"(4,5]","DE"
"19512",2011-03-13,"D1","Lost",3.17,3.32,2.22,"2010","Mainz",0,"(3,3.5]","DE"
"19513",2011-03-19,"D1","Draw",7.41,4.46,1.42,"2010","Mainz",0,"(5,10]","DE"
"19514",2011-04-02,"D1","Draw",1.86,3.49,4.18,"2010","Mainz",0,"(1.5,2]","DE"
"19515",2011-04-09,"D1","Lost",3.31,3.36,2.16,"2010","Mainz",0,"(3,3.5]","DE"
"19516",2011-04-15,"D1","Win",1.93,3.59,3.87,"2010","Mainz",1,"(1.5,2]","DE"
"19517",2011-04-24,"D1","Draw",3.39,3.37,2.12,"2010","Mainz",0,"(3,3.5]","DE"
"19518",2011-04-30,"D1","Win",2.02,3.35,3.7,"2010","Mainz",1,"(2,2.5]","DE"
"19519",2011-05-07,"D1","Win",2.9,3.29,2.4,"2010","Mainz",1,"(2.5,3]","DE"
"19520",2011-05-14,"D1","Win",1.36,4.93,7.97,"2010","Mainz",1,"(1,1.5]","DE"
"19521",2011-08-07,"D1","Win",3.84,3.47,1.94,"2011","Mainz",1,"(3.5,4]","DE"
"19522",2011-08-13,"D1","Win",2.92,3.31,2.39,"2011","Mainz",1,"(2.5,3]","DE"
"19523",2011-08-21,"D1","Lost",2.48,3.29,2.81,"2011","Mainz",0,"(2,2.5]","DE"
"19524",2011-08-28,"D1","Draw",3.16,3.32,2.24,"2011","Mainz",0,"(3,3.5]","DE"
"19525",2011-09-10,"D1","Lost",2.22,3.28,3.23,"2011","Mainz",0,"(2,2.5]","DE"
"19526",2011-09-17,"D1","Lost",2.73,3.33,2.5,"2011","Mainz",0,"(2.5,3]","DE"
"19527",2011-09-24,"D1","Lost",3.76,3.44,1.96,"2011","Mainz",0,"(3.5,4]","DE"
"19528",2011-10-01,"D1","Draw",3.38,3.35,2.11,"2011","Mainz",0,"(3,3.5]","DE"
"19529",2011-10-15,"D1","Lost",1.66,3.71,5.16,"2011","Mainz",0,"(1.5,2]","DE"
"19530",2011-10-22,"D1","Draw",3.73,3.44,1.97,"2011","Mainz",0,"(3.5,4]","DE"
"19531",2011-10-29,"D1","Lost",2.68,3.34,2.54,"2011","Mainz",0,"(2.5,3]","DE"
"19532",2011-11-04,"D1","Win",2.54,3.34,2.73,"2011","Mainz",1,"(2.5,3]","DE"
"19533",2011-11-27,"D1","Win",8.73,4.77,1.35,"2011","Mainz",1,"(5,10]","DE"
"19534",2011-12-03,"D1","Draw",2.92,3.39,2.33,"2011","Mainz",0,"(2.5,3]","DE"
"19535",2011-12-10,"D1","Draw",2.21,3.36,3.18,"2011","Mainz",0,"(2,2.5]","DE"
"19536",2011-12-13,"D1","Draw",2.71,3.4,2.52,"2011","Mainz",0,"(2.5,3]","DE"
"19537",2011-12-18,"D1","Lost",4.23,3.42,1.87,"2011","Mainz",0,"(4,5]","DE"
"19538",2012-01-22,"D1","Lost",4.54,3.52,1.78,"2011","Mainz",0,"(4,5]","DE"
"19539",2012-01-29,"D1","Win",1.71,3.64,4.83,"2011","Mainz",1,"(1.5,2]","DE"
"19540",2012-02-04,"D1","Draw",5.02,3.75,1.66,"2011","Mainz",0,"(5,10]","DE"
"19541",2012-02-11,"D1","Draw",1.91,3.46,3.94,"2011","Mainz",0,"(1.5,2]","DE"
"19542",2012-02-17,"D1","Draw",3.16,3.26,2.29,"2011","Mainz",0,"(3,3.5]","DE"
"19543",2012-02-25,"D1","Win",1.76,3.47,4.76,"2011","Mainz",1,"(1.5,2]","DE"
"19544",2012-03-03,"D1","Lost",10.46,5.1,1.29,"2011","Mainz",0,"(10,100]","DE"
"19545",2012-03-10,"D1","Win",1.97,3.34,3.87,"2011","Mainz",1,"(1.5,2]","DE"
"19546",2012-03-17,"D1","Lost",2.43,3.23,2.9,"2011","Mainz",0,"(2,2.5]","DE"
"19547",2012-03-24,"D1","Lost",1.71,3.57,5.04,"2011","Mainz",0,"(1.5,2]","DE"
"19548",2012-03-31,"D1","Win",3.47,3.38,2.07,"2011","Mainz",1,"(3,3.5]","DE"
"19549",2012-04-07,"D1","Lost",3.67,3.41,2.01,"2011","Mainz",0,"(3.5,4]","DE"
"19550",2012-04-10,"D1","Win",1.53,4.14,6.07,"2011","Mainz",1,"(1.5,2]","DE"
"19551",2012-04-14,"D1","Draw",10.17,5.24,1.3,"2011","Mainz",0,"(10,100]","DE"
"19552",2012-04-20,"D1","Draw",1.98,3.57,3.64,"2011","Mainz",0,"(1.5,2]","DE"
"19553",2012-04-28,"D1","Draw",3.4,3.33,2.12,"2011","Mainz",0,"(3,3.5]","DE"
"19554",2012-05-05,"D1","Lost",2.33,3.33,2.91,"2011","Mainz",0,"(2,2.5]","DE"
"19555",2012-08-25,"D1","Draw",2.77,3.26,2.53,"2012","Mainz",0,"(2.5,3]","DE"
"19556",2012-08-31,"D1","Lost",1.83,3.5,4.43,"2012","Mainz",0,"(1.5,2]","DE"
"19557",2012-09-15,"D1","Lost",15.69,6.89,1.18,"2012","Mainz",0,"(10,100]","DE"
"19558",2012-09-22,"D1","Win",1.73,3.56,4.89,"2012","Mainz",1,"(1.5,2]","DE"
"19559",2012-09-25,"D1","Lost",6.46,4.07,1.52,"2012","Mainz",0,"(5,10]","DE"
"19560",2012-09-30,"D1","Win",3.22,3.37,2.21,"2012","Mainz",1,"(3,3.5]","DE"
"19561",2012-10-06,"D1","Win",1.88,3.39,4.24,"2012","Mainz",1,"(1.5,2]","DE"
"19562",2012-10-20,"D1","Draw",5.21,3.78,1.66,"2012","Mainz",0,"(5,10]","DE"
"19563",2012-10-27,"D1","Win",2.05,3.42,3.56,"2012","Mainz",1,"(2,2.5]","DE"
"19564",2012-11-04,"D1","Lost",3.51,3.48,2.04,"2012","Mainz",0,"(3.5,4]","DE"
"19565",2012-11-09,"D1","Win",1.8,3.57,4.4,"2012","Mainz",1,"(1.5,2]","DE"
"19566",2012-11-17,"D1","Lost",2.91,3.34,2.4,"2012","Mainz",0,"(2.5,3]","DE"
"19567",2012-11-24,"D1","Lost",5.39,3.77,1.64,"2012","Mainz",0,"(5,10]","DE"
"19568",2012-11-27,"D1","Win",3.48,3.47,2.07,"2012","Mainz",1,"(3,3.5]","DE"
"19569",2012-12-01,"D1","Win",2,3.42,3.64,"2012","Mainz",1,"(1.5,2]","DE"
"19570",2012-12-09,"D1","Lost",2.93,3.3,2.38,"2012","Mainz",0,"(2.5,3]","DE"
"19571",2012-12-15,"D1","Win",2.26,3.35,3.13,"2012","Mainz",1,"(2,2.5]","DE"
"19572",2013-01-19,"D1","Draw",2.12,3.32,3.47,"2012","Mainz",0,"(2,2.5]","DE"
"19573",2013-01-26,"D1","Win",2.33,3.26,3.05,"2012","Mainz",1,"(2,2.5]","DE"
"19574",2013-02-02,"D1","Lost",7.78,4.49,1.41,"2012","Mainz",0,"(5,10]","DE"
"19575",2013-02-10,"D1","Draw",2.73,3.2,2.61,"2012","Mainz",0,"(2.5,3]","DE"
"19576",2013-02-16,"D1","Draw",2.22,3.34,3.23,"2012","Mainz",0,"(2,2.5]","DE"
"19577",2013-02-23,"D1","Draw",2.02,3.41,3.65,"2012","Mainz",0,"(2,2.5]","DE"
"19578",2013-03-03,"D1","Draw",2.43,3.27,2.91,"2012","Mainz",0,"(2,2.5]","DE"
"19579",2013-03-09,"D1","Win",2.99,3.32,2.35,"2012","Mainz",1,"(2.5,3]","DE"
"19580",2013-03-16,"D1","Draw",2.78,3.28,2.52,"2012","Mainz",0,"(2.5,3]","DE"
"19581",2013-03-30,"D1","Draw",2.14,3.4,3.36,"2012","Mainz",0,"(2,2.5]","DE"
"19582",2013-04-07,"D1","Lost",2.96,3.26,2.41,"2012","Mainz",0,"(2.5,3]","DE"
"19583",2013-04-13,"D1","Lost",2.07,3.4,3.52,"2012","Mainz",0,"(2,2.5]","DE"
"19584",2013-04-20,"D1","Lost",6.45,4.3,1.48,"2012","Mainz",0,"(5,10]","DE"
"19585",2013-04-28,"D1","Draw",2.06,3.42,3.54,"2012","Mainz",0,"(2,2.5]","DE"
"19586",2013-05-04,"D1","Draw",2.93,3.36,2.38,"2012","Mainz",0,"(2.5,3]","DE"
"19587",2013-05-11,"D1","Lost",2.18,3.38,3.21,"2012","Mainz",0,"(2,2.5]","DE"
"19588",2013-05-18,"D1","Draw",3.43,3.58,2.05,"2012","Mainz",0,"(3,3.5]","DE"
"19589",2013-08-11,"D1","Win",2.4,3.31,2.91,"2013","Mainz",1,"(2,2.5]","DE"
"19590",2013-08-17,"D1","Win",3.03,3.34,2.31,"2013","Mainz",1,"(3,3.5]","DE"
"19591",2013-08-24,"D1","Win",2.66,3.35,2.57,"2013","Mainz",1,"(2.5,3]","DE"
"19592",2013-08-31,"D1","Lost",2.75,3.36,2.49,"2013","Mainz",0,"(2.5,3]","DE"
"19593",2013-09-14,"D1","Lost",2.63,3.37,2.59,"2013","Mainz",0,"(2.5,3]","DE"
"19594",2013-09-21,"D1","Lost",3.38,3.44,2.09,"2013","Mainz",0,"(3,3.5]","DE"
"19595",2013-09-28,"D1","Lost",3.52,3.43,2.06,"2013","Mainz",0,"(3.5,4]","DE"
"19596",2013-10-05,"D1","Draw",2.31,3.4,2.98,"2013","Mainz",0,"(2,2.5]","DE"
"19597",2013-10-19,"D1","Lost",22.75,9.31,1.1,"2013","Mainz",0,"(10,100]","DE"
"19598",2013-10-26,"D1","Win",1.57,3.99,5.67,"2013","Mainz",1,"(1.5,2]","DE"
"19599",2013-11-03,"D1","Lost",3.68,3.38,2.01,"2013","Mainz",0,"(3.5,4]","DE"
"19600",2013-11-10,"D1","Win",2.49,3.3,2.81,"2013","Mainz",1,"(2,2.5]","DE"
"19601",2013-11-24,"D1","Win",2.91,3.34,2.39,"2013","Mainz",1,"(2.5,3]","DE"
"19602",2013-11-30,"D1","Lost",5.31,4.15,1.58,"2013","Mainz",0,"(5,10]","DE"
"19603",2013-12-06,"D1","Draw",2.83,3.32,2.5,"2013","Mainz",0,"(2.5,3]","DE"
"19604",2013-12-14,"D1","Draw",2.71,3.3,2.57,"2013","Mainz",0,"(2.5,3]","DE"
"19605",2013-12-21,"D1","Win",3.6,3.41,2.05,"2013","Mainz",1,"(3.5,4]","DE"
"19606",2014-01-25,"D1","Win",3.53,3.46,2.05,"2013","Mainz",1,"(3.5,4]","DE"
"19607",2014-02-01,"D1","Win",1.76,3.65,4.67,"2013","Mainz",1,"(1.5,2]","DE"
"19608",2014-02-08,"D1","Lost",4.4,3.72,1.78,"2013","Mainz",0,"(4,5]","DE"
"19609",2014-02-14,"D1","Win",1.96,3.52,3.9,"2013","Mainz",1,"(1.5,2]","DE"
"19610",2014-02-21,"D1","Draw",4.8,3.74,1.73,"2013","Mainz",0,"(4,5]","DE"
